query,instruction,context,predicted_label,confidence,reasoning,think
How does online shopping benefit consumers? nan,How does online shopping benefit consumers?,,0,1.0,"This question seeks general knowledge about the advantages of online shopping, which a language model can answer without needing external data.",
What is the scientific name of the honey bee? nan,What is the scientific name of the honey bee?,,0,1.0,"The scientific name of the honey bee (""Apis mellifera"") is a well-known fact within biological knowledge, so it does not require external retrieval.",
"Create an example of a better email subject line for the following message: ""Important Meeting."" nan","Create an example of a better email subject line for the following message: ""Important Meeting.""",,0,1.0,"This query is about improving an email subject line, which is a creative task requiring style and effectiveness rather than specific external information.",
List two ways that the internet has changed the way people work nan,List two ways that the internet has changed the way people work,,0,1.0,"This is a general knowledge question about how the internet has impacted work, which can be answered by summarizing common information without requiring specific external data.",
"summarize the content of this blog. The most important reason why people learn a new language is to better connect with a broader community. Whether it be for business or pleasure, language is often the key to understanding each other, overcoming barriers, and connecting with different cultures and people. Learning a new language offers many advantages, such as greater cultural awareness, greater ability to travel around the world, and improved job opportunities, as well as enhancing study skills.",summarize the content of this blog.,"The most important reason why people learn a new language is to better connect with a broader community. Whether it be for business or pleasure, language is often the key to understanding each other, overcoming barriers, and connecting with different cultures and people. Learning a new language offers many advantages, such as greater cultural awareness, greater ability to travel around the world, and improved job opportunities, as well as enhancing study skills.",0,1.0,"The query asks for a summary of provided content, which can be answered directly from the given text without requiring external retrieval.",
Offer one suggestion to improve work productivity. nan,Offer one suggestion to improve work productivity.,,0,1.0,"This query requests a generic suggestion for improving work productivity, which can be addressed using common knowledge without the need for external information.",
Write a letter of resignation. Joe Smith,Write a letter of resignation.,Joe Smith,0,1.0,"The query asks for assistance in writing a resignation letter, which is a creative or generative task that does not require specific external information but can be handled by the language model using its training data.",
Suggest a plan to plant trees. nan,Suggest a plan to plant trees.,,0,1.0,"This query asks for general advice on planning to plant trees, which can be answered using common knowledge about gardening and environmental practices without the need for external factual data.",
"Find and remove faulty emails from the given group of email addresses.
Output the emails that are clean directly. a@d.co
b@d.co
c@x.co
d@x.co
1@d.co
.@d.co
@.co
f@w.co,","Find and remove faulty emails from the given group of email addresses.
Output the emails that are clean directly.","a@d.co
b@d.co
c@x.co
d@x.co
1@d.co
.@d.co
@.co
f@w.co,",0,1.0,"This query involves validating email addresses based on standard patterns, which a language model can handle using its built-in knowledge without needing external data.",
Describe 5 advantages of cloud computing. nan,Describe 5 advantages of cloud computing.,,0,1.0,"This query asks for a general overview of well-known benefits of cloud computing, which can be answered using common knowledge without requiring external data retrieval.",
Create 3 true/false questions about the following content. The African elephant is the largest living land mammal,Create 3 true/false questions about the following content.,The African elephant is the largest living land mammal,0,1.0,The task involves creating true/false questions from a given fact (general knowledge) and does not require external retrieval.,
Construct a basic machine learning algorithm for the following task. Identifying cats in images,Construct a basic machine learning algorithm for the following task.,Identifying cats in images,0,1.0,"This query asks for a step-by-step explanation of a generic machine learning task (image classification), which can be answered using general knowledge and standard ML practices without requiring specific external information.",
Discover the relationship between the given pair of words. Family and Home,Discover the relationship between the given pair of words.,Family and Home,0,1.0,"This query asks for an analysis of the relationship between two familiar concepts, which can be addressed using general knowledge without requiring external data.",
Tell me a traditional story. nan,Tell me a traditional story.,,0,1.0,"This query asks for a traditional story, which can be answered using common knowledge or existing narratives without requiring specific external data retrieval.",
Rewrite the sentence “He’s an excellent surgeon” to make it sound more impressive. He's an excellent surgeon,Rewrite the sentence “He’s an excellent surgeon” to make it sound more impressive.,He's an excellent surgeon,0,1.0,"This query asks for a sentence rewrite to enhance impressiveness, which involves paraphrasing or improving wording—a task a language model can perform without needing external information.",
Predict the emotion from the text. Alice is so excited as she is off on her first solo trip.,Predict the emotion from the text.,Alice is so excited as she is off on her first solo trip.,0,1.0,"This query involves predicting emotion from a given text, which can be determined by the model's inherent understanding of language and emotional cues without requiring external information.",
Collect factoid information regarding the following topic: The Titanic,Collect factoid information regarding the following topic:,The Titanic,0,1.0,The Titanic is a well-known historical subject with widely available information in general knowledge. Common facts about it do not require external retrieval.,
"Classify a set of data as valid or invalid. Apple, Amazon, Google",Classify a set of data as valid or invalid.,"Apple, Amazon, Google",0,1.0,This query is a general request for classifying data into valid or invalid categories without specifying particular criteria or needing external data. It relates to a task that can be addressed using generic knowledge and reasoning.,
"Create a chart that shows how market prices change over time. Market prices of corn, wheat, and soybean on April 1 and April 15",Create a chart that shows how market prices change over time.,"Market prices of corn, wheat, and soybean on April 1 and April 15",1,1.0,"This query asks for detailed and specific data (market prices of corn, wheat, and soybeans on two specific dates), which typically requires accessing up-to-date external sources or databases.",
"Calculate the area of an irregular pentagon. Length of sides: 3.2 cm, 4.5 cm, 8.3 cm, 9.6 cm, and 6.4 cm.",Calculate the area of an irregular pentagon.,"Length of sides: 3.2 cm, 4.5 cm, 8.3 cm, 9.6 cm, and 6.4 cm.",1,1.0,"This query requires applying a mathematical formula or method to compute the area of an irregular pentagon with given side lengths, which is a specific calculation needing detailed data.",
Make a list of 5 books that are suitable for the given audience. Audience: 10-year old children,Make a list of 5 books that are suitable for the given audience.,Audience: 10-year old children,1,1.0,"This query requires providing a tailored book list for a specific audience, which may necessitate access to specialized knowledge or resources about children's literature.",
Construct a meaningful haiku poem. nan,Construct a meaningful haiku poem.,,0,1.0,"This query asks for the creation of a poem, which is a generative task rather than requiring specific factual information. A language model can construct a haiku using its inherent creativity and understanding of structure without needing external retrieval.",
"Given some comments, label each of them as positive or negative. * Amazing product!
* Unsatisfactory service, will never come back","Given some comments, label each of them as positive or negative.","* Amazing product!
* Unsatisfactory service, will never come back",0,1.0,"This query involves classifying sentiments of short comments, which can be handled by standard sentiment analysis techniques without requiring specific external information.",
Explain when to use a decision tree. nan,Explain when to use a decision tree.,,0,1.0,"The query asks for an explanation of when to use a decision tree, which is a general concept in machine learning that can be answered using foundational knowledge without requiring specific external data.",
Create a code that prints out the first 10 odd numbers. nan,Create a code that prints out the first 10 odd numbers.,,0,1.0,This query asks for a simple programming task that can be answered by providing a code snippet based on general knowledge of loops and number generation.,
"Identify the tone in the following sentence: ""Your grades are not to your expected standard."" nan","Identify the tone in the following sentence: ""Your grades are not to your expected standard.""",,0,1.0,Identifying the tone of a sentence is a task that can typically be performed using general language processing skills without requiring external factual information. The example sentence provided allows for this analysis based on its wording.,
Rewrite the sentence using less than 8 words This place is not the place I expected,Rewrite the sentence using less than 8 words,This place is not the place I expected,0,1.0,"This query asks for a paraphrase of a sentence within a word limit, which is a generic task that doesn’t require external retrieval.",
Create a step-by-step tutorial on setting up a cloud based development environment. nan,Create a step-by-step tutorial on setting up a cloud based development environment.,,0,1.0,"The task involves creating a general step-by-step guide, which can be answered using common knowledge about cloud-based development environments without requiring external data.",
"Suppose that a varies inversely with b^2. If a=9 when b=2, find the value of a when b=3. nan","Suppose that a varies inversely with b^2. If a=9 when b=2, find the value of a when b=3.",,0,1.0,"This is a mathematical problem involving inverse variation, which can be solved using algebraic reasoning without requiring external factual information.",
Which elements are found in the atmosphere of Earth? nan,Which elements are found in the atmosphere of Earth?,,0,1.0,"The composition of Earth's atmosphere includes well-known elements like nitrogen, oxygen, and carbon dioxide, which are common knowledge and do not require external retrieval.",
Classify the following as either a renewable or non-renewable resource: natural gas. nan,Classify the following as either a renewable or non-renewable resource: natural gas.,,0,1.0,"This question asks for a classification of natural gas as a resource type. Since the distinction between renewable and non-renewable resources is general knowledge, the language model can answer without needing external data.",
Generate a list of five resources a student might use to research a paper on renewable energy sources. nan,Generate a list of five resources a student might use to research a paper on renewable energy sources.,,0,1.0,"This query requests a list of common academic resources, which is within the scope of general knowledge that a language model can answer without external data.",
Design an algorithm to detect malicious content in texts. nan,Design an algorithm to detect malicious content in texts.,,1,1.0,"This query requires the design of a specialized algorithm for detecting malicious content, which involves technical steps and methodologies that are best addressed with external resources or specific knowledge.",
Write a sentence that indicates the given time frame. Two days,Write a sentence that indicates the given time frame.,Two days,0,1.0,This query asks for a simple composition based on the given timeframe and does not require external factual data.,
Formulate the truth table given the boolean expression (A AND NOT B) OR (NOT A AND B) nan,Formulate the truth table given the boolean expression (A AND NOT B) OR (NOT A AND B),,0,1.0,"This query asks for the creation of a truth table based on a Boolean expression, which can be derived using logical operations without needing external retrieval.",
Write a biography of Bill Gates nan,Write a biography of Bill Gates,,1,1.0,"Writing a biography requires detailed, structured information about an individual's life, which is best sourced externally for accuracy and completeness.",
Formulate a proper title for the given input. The Benefits of Eating Healthy,Formulate a proper title for the given input.,The Benefits of Eating Healthy,0,1.0,"This task involves creative rephrasing of the given input to formulate a proper title, which can be accomplished by a language model's internal capabilities without requiring external information retrieval.",
Come up with a creative title for the given topic. Fashion Trends,Come up with a creative title for the given topic.,Fashion Trends,0,1.0,This query asks for a creative title and does not require specific factual information. It can be addressed by general creativity without external retrieval.,
Think of a creative way to package a small product. nan,Think of a creative way to package a small product.,,0,1.0,"This query asks for creative ideas, which can be generated by the language model without requiring specific external data.",
"Edit the following sentence to change the tense to past perfect: ""The cat has been eating the food all morning"". nan","Edit the following sentence to change the tense to past perfect: ""The cat has been eating the food all morning"".",,0,1.0,"This query involves editing a sentence's tense, which is a grammatical task that can be addressed using general language rules without requiring external information.",
Suppose you are shopping online and you find a product you like. Write a product review. Product: Nike Sports Shoes,Suppose you are shopping online and you find a product you like. Write a product review.,Product: Nike Sports Shoes,0,1.0,"This query asks to generate a product review based on the given product name, which can be addressed by providing general information or opinions without needing external factual data.",
Look up any business in the state of New York and describe it in three sentences. (name of business),Look up any business in the state of New York and describe it in three sentences.,(name of business),1,1.0,"The query requires identifying a specific business in New York and providing a detailed description, which necessitates external information to gather accurate and relevant details about the named business.",
"What would be an appropriate response to the following text message: ""Let's catch up this Sunday""? nan","What would be an appropriate response to the following text message: ""Let's catch up this Sunday""?",,0,1.0,"This query asks for a social response to a text message, which is based on general knowledge of communication styles and does not require specific external data.",
List the various features of a digital camera. nan,List the various features of a digital camera.,,0,1.0,"The query seeks a general overview of digital camera features, which can be answered using common knowledge without requiring external data.",
"Rewrite the sentence to change the word that is being modified: ""The girl said goodbye with tearful eyes""",Rewrite the sentence to change the word that is being modified:,"""The girl said goodbye with tearful eyes""",0,1.0,"This task involves paraphrasing or rewording, which can be done using general language knowledge without needing external data.",
"Summarize the given story in 75-100 words. The alien family had been living on Earth for 20 years. Despite initially being welcomed with open arms by the locals, the aliens began to face increasing hostility from the humans living around them. They decided it was time to leave and soon departed on an intergalactic mission to find a new home.",Summarize the given story in 75-100 words.,"The alien family had been living on Earth for 20 years. Despite initially being welcomed with open arms by the locals, the aliens began to face increasing hostility from the humans living around them. They decided it was time to leave and soon departed on an intergalactic mission to find a new home.",0,1.0,"This query asks for a summary of the given story, which can be accomplished through understanding and rephrasing the text without requiring external information.",
Use a fixed expression in a context related to customer service. nan,Use a fixed expression in a context related to customer service.,,0,1.0,"This query asks for a general knowledge-based response regarding common fixed expressions in customer service, which can be answered using known terminology without requiring external data retrieval.",
Explain the Bailey-Borwein-Plouffe (BBP) formula to calculate the digits of PI. nan,Explain the Bailey-Borwein-Plouffe (BBP) formula to calculate the digits of PI.,,1,1.0,"This query requires explaining a specific mathematical formula (BBP) used for calculating pi's digits, which necessitates detailed technical knowledge best retrieved from external sources.",
"Align the two texts. Text A: This is an important decision
 Text B: It is a very difficult one",Align the two texts.,"Text A: This is an important decision
 Text B: It is a very difficult one",0,1.0,"This query involves aligning two short texts and comparing their content. The task is generic and related to text alignment or summarization, which a language model can handle without external data.",
Identify the different types of drugs that are categorized as depressants. nan,Identify the different types of drugs that are categorized as depressants.,,1,1.0,"This query requires identifying specific categories of drugs classified as depressants, which typically necessitates detailed factual information that may not be fully captured in general knowledge.",
Summarize why it is important for people to be environmentally conscious. nan,Summarize why it is important for people to be environmentally conscious.,,0,1.0,"The query asks for a summary of a broad topic that can be addressed using general knowledge about environmental consciousness and its importance, without requiring specific external facts or data.",
Describe the concept of price elasticity of demand. nan,Describe the concept of price elasticity of demand.,,0,1.0,"This query asks for a general explanation of a well-known economic concept, which a language model can explain using its existing knowledge without needing to retrieve external data.",
Categorize the given sentence as a question or as a statement. What is the meaning of life?,Categorize the given sentence as a question or as a statement.,What is the meaning of life?,0,1.0,This question seeks a subjective interpretation and doesn't require specific factual data; it can be addressed with general knowledge.,
"Reorder the following list in a chronological order. Event A, Event B, Event C, Event D",Reorder the following list in a chronological order.,"Event A, Event B, Event C, Event D",1,1.0,"This query asks for the chronological ordering of unspecified events (A, B, C, D), which typically requires knowing each event's date or context—external information that a language model may need to retrieve.",
Generate a weather forecast for the next 24 hours. nan,Generate a weather forecast for the next 24 hours.,,1,1.0,"This query requests specific, time-sensitive information that requires access to current and localized weather data, necessitating an external source for accurate retrieval.",
Provide an explanation for the following term. Algorithm,Provide an explanation for the following term.,Algorithm,0,1.0,"This query seeks the definition of a widely known term (""algorithm"") which is part of general knowledge, so no external data retrieval is needed.",
Identify 5 sources of finance. nan,Identify 5 sources of finance.,,0,1.0,"This query seeks general knowledge about common financial sources, which a language model can answer without external retrieval.",
Generate a hypothetical thought experiment nan,Generate a hypothetical thought experiment,,0,1.0,"This query asks for a general creative thought process about ""nan,"" which can be addressed through brainstorming without requiring specialized external data.",
What characterizes high velocity data? nan,What characterizes high velocity data?,,0,1.0,"The query asks for an explanation of a general concept in data management (high velocity data), which is likely covered in the model's existing knowledge and does not require external retrieval.",
Explain why the given solution does not solve the problem. Reducing emissions from factories could help combat global warming.,Explain why the given solution does not solve the problem.,Reducing emissions from factories could help combat global warming.,1,1.0,"This query seeks to explain why a proposed solution (reducing factory emissions) does not address global warming, which may require domain-specific knowledge or data on cases where such measures are ineffective. Hence, retrieval of specialized information is likely needed.",
Come up with a proverb about patience nan,Come up with a proverb about patience,,0,1.0,"This query asks for a proverb about patience, which can be answered using general knowledge without the need for external retrieval.",
Write an opinion piece about the benefits of marching band. nan,Write an opinion piece about the benefits of marching band.,,0,1.0,"This query asks for an opinion piece, which can be generated by a language model using general knowledge about the benefits of marching band without needing external data.",
Generate a home workout program for a beginner. nan,Generate a home workout program for a beginner.,,0,1.0,"The query asks for a general guideline, which can be addressed using common knowledge about exercise routines and best practices for beginners.",
Give a reason why biodiversity is important. nan,Give a reason why biodiversity is important.,,0,1.0,"Biodiversity is a foundational concept that can be explained using general knowledge about ecosystems and genetic diversity, so no external retrieval is necessary.",
List the steps to insert a formula in Microsoft Word. nan,List the steps to insert a formula in Microsoft Word.,,0,1.0,This is a common task in word processing where the steps to insert a formula are well-documented and likely within the model's training data.,
"Classify the following sample as either plagiarism or not plagiarism. The teacher said that students should write their essay in a creative way.

I wrote my essay in an interesting way.",Classify the following sample as either plagiarism or not plagiarism.,"The teacher said that students should write their essay in a creative way.

I wrote my essay in an interesting way.",0,1.0,"This query asks for an evaluation of whether a specific action (writing an essay in an interesting way) constitutes plagiarism. The determination does not require external information but rather an understanding of what defines plagiarism, which falls within the general knowledge that a language model can access.",
Come up with a creative idea for a promo campaign for a smartphone. nan,Come up with a creative idea for a promo campaign for a smartphone.,,0,1.0,"This query is about generating a creative idea for a promo campaign, which can be answered using general knowledge of marketing strategies without requiring specific external data.",
"Generate a story starter given this scenario. The dark, silent forest had been filled with rumors lately.",Generate a story starter given this scenario.,"The dark, silent forest had been filled with rumors lately.",0,1.0,"This query asks for creative writing assistance and does not require specific external information; it falls under the category of generating content, which a language model can handle without external data.",
"Generate a list of topics related to the keyword ""retail"". nan","Generate a list of topics related to the keyword ""retail"".",,0,1.0,"This query asks for a general list of topics related to ""retail,"" which can be answered using common knowledge without requiring specific external information.",
Find the sentiment associated with the following statement. I am so excited to go on vacation!,Find the sentiment associated with the following statement.,I am so excited to go on vacation!,0,1.0,"This query involves determining the sentiment of a given statement, which can be analyzed using built-in natural language processing capabilities without requiring external data.",
Analyze the effect of computer vision on healthcare. nan,Analyze the effect of computer vision on healthcare.,,0,1.0,This query asks for an analysis of a broad topic that can be addressed through general knowledge and structured reasoning without requiring specific external information or data retrieval.,
Edit the sentences in a way that it conveys the right meaning. They always meet without fail every day.,Edit the sentences in a way that it conveys the right meaning.,They always meet without fail every day.,0,1.0,"This query asks for sentence editing to convey the correct meaning, which is a task of paraphrasing or rephrasing. It does not require specific external information but relies on general language processing skills.",
Construct a timeline for the coronavirus outbreak. nan,Construct a timeline for the coronavirus outbreak.,,1,1.0,"This query asks for a detailed timeline of events related to the coronavirus outbreak, which would require access to specific historical data and precise information about dates and milestones.",
Create a social media post to promote a store offering discounts during holiday season. Store Name: Joe's Outlet,Create a social media post to promote a store offering discounts during holiday season.,Store Name: Joe's Outlet,0,1.0,"This query is about creating promotional content for a store, which is a task that does not require external factual information but rather creative writing and general knowledge of marketing strategies.",
Name three colors that can be used to paint a room. nan,Name three colors that can be used to paint a room.,,0,1.0,"This query asks for general advice on room painting colors, which can typically be answered using common knowledge about interior design without the need for external data.",
Make a resume for the following job. Software Engineer,Make a resume for the following job.,Software Engineer,0,1.0,"This query involves creating a resume, which is a task that can be addressed using general knowledge about resume structure and content. No external data retrieval is necessary for this type of assistance.",
Determine the best method for marketing a new beverage product. Beverage product: Sparkling cola,Determine the best method for marketing a new beverage product.,Beverage product: Sparkling cola,1,1.0,"Determining the best marketing method for a specific product like Sparkling Cola likely requires industry-specific insights and current market trends, necessitating external data retrieval.",
"What is the use of ""continue"" statement in Python? nan","What is the use of ""continue"" statement in Python?",,0,1.0,"The ""continue"" statement in Python skips the rest of the current loop iteration and proceeds to the next one. This is a fundamental concept that can be answered using general knowledge about programming syntax.",
Make a comparison between a plant and a human. nan,Make a comparison between a plant and a human.,,0,1.0,This query asks for a comparison between two subjects (plant and human) that can be answered using general knowledge about their biological similarities and differences without requiring specific external data.,
Estimate the number of countries in the world. nan,Estimate the number of countries in the world.,,0,1.0,The number of countries in the world is a well-known statistic that can be answered using general knowledge without requiring external data.,
"Using the given data sources, divide and rephrase a customer query into separate queries for each relevant category: (A) general business knowlege and product features, (B) product pricing or inventory, and (C) product troubleshooting. Create a JSON response with the appropriate query for each category. If a query doesn't belong to a specific category, leave it blank. If the customer query fits into only one category, the corresponding query field should contain the original query.

Format the JSON response as follows:
```
{
    ""categories"": [""A"",""B"",""C""],
    ""category_a"": [""$QUERIES""],
    ""category_b"": [""$QUERIES""],
    ""category_c"": [""$QUERIES""]
}
``` My Epson F3070 is not working. The red lights are flashing when I turn it on. Whats the replacement cost?","Using the given data sources, divide and rephrase a customer query into separate queries for each relevant category: (A) general business knowlege and product features, (B) product pricing or inventory, and (C) product troubleshooting. Create a JSON response with the appropriate query for each category. If a query doesn't belong to a specific category, leave it blank. If the customer query fits into only one category, the corresponding query field should contain the original query.

Format the JSON response as follows:
```
{
    ""categories"": [""A"",""B"",""C""],
    ""category_a"": [""$QUERIES""],
    ""category_b"": [""$QUERIES""],
    ""category_c"": [""$QUERIES""]
}
```",My Epson F3070 is not working. The red lights are flashing when I turn it on. Whats the replacement cost?,1,1.0,"This query involves a specific technical issue with a printer model and requests detailed pricing information, both of which require specialized knowledge or external data sources to answer accurately.",
Describe the experience of using a Virtual Reality headset. nan,Describe the experience of using a Virtual Reality headset.,,0,1.0,This query asks for a general description of an experience that can be answered using common knowledge about virtual reality headsets.,
Replace the given text with a synonym for the word “strong” She has a strong work ethic.,Replace the given text with a synonym for the word “strong”,She has a strong work ethic.,0,1.0,"This query involves finding a synonym for the word ""strong,"" which is a generic language task that can be answered using general knowledge without requiring external factual data.",
Rearrange given instructions in order to optimize a given process. Take prints of documents > Submit documents > Scan documents,Rearrange given instructions in order to optimize a given process.,Take prints of documents > Submit documents > Scan documents,0,1.0,"This query involves optimizing a process, which can be addressed through general knowledge of workflow steps and logical reasoning without requiring specific external data.",
Come up with 10 math terms and their respective meanings nan,Come up with 10 math terms and their respective meanings,,0,1.0,"This query asks for a list of math terms and their meanings, which is a general knowledge task that most language models can handle without needing to retrieve external data.",
List four pros and cons of pesticides in agriculture. nan,List four pros and cons of pesticides in agriculture.,,0,1.0,"This query asks for a balanced view of pesticides' effects and benefits, which can be addressed using general knowledge without requiring specific external data.",
"Categorize the following three entities into their respective genras. Action film, horror novel, romantic comedy.",Categorize the following three entities into their respective genras.,"Action film, horror novel, romantic comedy.",0,1.0,This query involves categorizing well-known genres and can be answered using general knowledge without requiring external data.,
Write a description of a specific creature from your imagination. nan,Write a description of a specific creature from your imagination.,,0,1.0,This task involves creating imaginative content and does not require specific external information; it can be generated based on general creativity.,
Analyze the data and list the possible solutions. Data: The survey of 2000 students demonstrated that most of the students can’t afford the tuition at the school.,Analyze the data and list the possible solutions.,Data: The survey of 2000 students demonstrated that most of the students can’t afford the tuition at the school.,0,1.0,"This query asks for an analysis of given data to propose solutions, which can be addressed through general reasoning without requiring external factual retrieval.",
Describe the history of Python programming language. nan,Describe the history of Python programming language.,,0,1.0,"The query asks for a description of Python's history, which is general knowledge that a language model can provide based on its training data without the need for external information.",
Determine how many people would attend a meeting given the invitation list. The invitation list has 10 people.,Determine how many people would attend a meeting given the invitation list.,The invitation list has 10 people.,0,1.0,"This query involves a straightforward calculation based on the provided information (10 invitations), which can be answered using basic arithmetic without requiring external factual data.",
Describe how the Internet revolutionized communication. nan,Describe how the Internet revolutionized communication.,,0,1.0,"This query asks for a general explanation about how the Internet changed communication, which can be answered using common knowledge without needing specific external data.",
Write an article about climate change. nan,Write an article about climate change.,,0,1.0,The task is a creative writing request that doesn't require specific external information but can be addressed using general knowledge about climate change.,
Identify three trends in digital marketing that are gaining traction. nan,Identify three trends in digital marketing that are gaining traction.,,0,1.0,This query seeks general trends that a language model can answer from its existing knowledge about digital marketing practices.,
Explain the importance of wind-powered energy. nan,Explain the importance of wind-powered energy.,,0,1.0,"This query seeks a general explanation about wind-powered energy, which can be addressed using the language model's built-in knowledge and does not require specialized external data.",
"Rewrite the sentence using an appropriate synonym of the word ""beautiful"". The view at the top of the mountain was beautiful.","Rewrite the sentence using an appropriate synonym of the word ""beautiful"".",The view at the top of the mountain was beautiful.,0,1.0,"This query involves finding a synonym for a common word (""beautiful"") and rewriting the sentence, which can be handled by the language model's internal vocabulary without needing external retrieval.",
Change an exclamatory sentence to an interrogative sentence She is beautiful!,Change an exclamatory sentence to an interrogative sentence,She is beautiful!,0,1.0,This query involves a grammatical transformation that can be answered using standard linguistic rules without the need for external factual data.,
"Evaluate the following code and identify a bug. def add(a, b):
    return a - b",Evaluate the following code and identify a bug.,"def add(a, b):
    return a - b",0,1.0,"This query involves identifying an obvious bug in the code, which is a simple mistake (using subtraction instead of addition). Most language models can recognize this error without requiring external data.",
What measures should be taken to prevent cyberattacks? nan,What measures should be taken to prevent cyberattacks?,,0,1.0,"This query asks for general advice on preventing cyberattacks, which is a topic that language models can answer using common knowledge about cybersecurity practices without needing external data retrieval.",
"Name the main types of figurative language present in the following sentence. The thief swiftly drew his sword, his anger sharp as a blade.",Name the main types of figurative language present in the following sentence.,"The thief swiftly drew his sword, his anger sharp as a blade.",0,1.0,"The query asks for identifying a simile in a sentence, which is a common literary device that can be recognized from general knowledge without external data.",
Suggest a use of machine learning for a retail store. nan,Suggest a use of machine learning for a retail store.,,0,1.0,"This query asks for suggestions on how machine learning can be applied in retail, which is a general knowledge-based task that does not require specific external data retrieval.",
Which year did the Great Recession end? nan,Which year did the Great Recession end?,,0,1.0,"The Great Recession is a well-documented historical event, and its end date is a commonly known fact that most language models are trained on.",
Generate 3 sentences about the intersection of technology and biology. nan,Generate 3 sentences about the intersection of technology and biology.,,0,1.0,"This query requests a general overview, which can be addressed using the model's existing knowledge without requiring specific external data.",
Write the text in past tense. They are running to the store.,Write the text in past tense.,They are running to the store.,0,1.0,"This query involves changing the tense of a sentence, which is a grammatical transformation that can be handled by the language model's internal knowledge without requiring external data.",
Generate a list of 3 to 4 activities that people can do to become more environmentally conscious. nan,Generate a list of 3 to 4 activities that people can do to become more environmentally conscious.,,0,1.0,"This query requests general advice on environmental consciousness, which can be answered using common knowledge without needing external data.",
What Nobel prizes have been awarded? nan,What Nobel prizes have been awarded?,,0,1.0,"This query asks about well-known categories of Nobel Prizes, which are part of common general knowledge and do not require retrieving external information.",
Identify the main topics discussed in the excerpt. This study investigated the effects of climate change on African countries. It found that the most severe effects will be felt in sub-Saharan African countries.,Identify the main topics discussed in the excerpt.,This study investigated the effects of climate change on African countries. It found that the most severe effects will be felt in sub-Saharan African countries.,0,1.0,"The query asks for a summary of the provided text, which can be answered by analyzing the excerpt without needing external information.",
Summarize the primary differences between the US and Canadian health care systems. nan,Summarize the primary differences between the US and Canadian health care systems.,,0,1.0,"This query asks for a general comparison of two well-known healthcare systems, which can be addressed using common knowledge without requiring specific external data.",
Create a rhetorical question to address the issue in the input. Climate change is a serious issue.,Create a rhetorical question to address the issue in the input.,Climate change is a serious issue.,0,1.0,This query asks for a creative rhetorical question based on the given statement about climate change. It does not require specific external data but rather general knowledge and creativity to formulate an appropriate response.,
Generate a funny joke with the following setup. Setup: A horse walks into a bar,Generate a funny joke with the following setup.,Setup: A horse walks into a bar,0,1.0,"This query asks for creative output (a joke) based on a given setup, which can be generated using the model's internal capabilities without requiring external factual data.",
Calculate the perimeter of a rectangle with width 3 and height 4. nan,Calculate the perimeter of a rectangle with width 3 and height 4.,,0,1.0,"This query involves a straightforward mathematical calculation that can be solved using basic geometry formulas. The addition of ""nan"" appears to be extraneous and does not require external information for resolution.",
Generate three different words associated with 'depression'. nan,Generate three different words associated with 'depression'.,,0,1.0,"This query asks for general knowledge about words associated with 'depression,' which can be answered using common terminology and does not require specific factual data.",
Classify the given object. A white-tailed eagle,Classify the given object.,A white-tailed eagle,0,1.0,The classification of a white-tailed eagle as a bird of prey (specifically within the Accipitridae family) is general knowledge that a language model can answer without external data.,
Is the sentence using a subordinating or coordinating conjunction? She ate her dinner and went to bed.,Is the sentence using a subordinating or coordinating conjunction?,She ate her dinner and went to bed.,0,1.0,"The query asks about grammatical structure that can be analyzed using general knowledge of English grammar rules, specifically distinguishing between subordinating and coordinating conjunctions. This does not require external retrieval.",
"Categorize the following items as edible or not edible. Paperclips, Apples",Categorize the following items as edible or not edible.,"Paperclips, Apples",0,1.0,"The task involves categorizing common items based on general knowledge about their edibility. Apples are edible, while paperclips are not, which is information that a language model can infer from its training data without needing external retrieval.",
Write a blog post about the best way to raise children. nan,Write a blog post about the best way to raise children.,,0,1.0,"This query requests a blog post on child-rearing, a general topic that can be covered using common knowledge without needing external data.",
Name at least five games of the 80s. nan,Name at least five games of the 80s.,,0,1.0,"This query asks for a list of games from the 1980s, which is something that can be answered using general knowledge without requiring specific external data.",
"Detect whether the given content is spam or not. Content: Buy now, get 30% off on all products!",Detect whether the given content is spam or not.,"Content: Buy now, get 30% off on all products!",0,1.0,Evaluating if a short promotional message is spam can be done by recognizing common patterns or keywords typically found in spam without needing specific external data.,
Explain the concept of verbal irony. nan,Explain the concept of verbal irony.,,0,1.0,"The query asks for an explanation of verbal irony, which is a common literary concept that most language models can explain using their general knowledge without needing external data.",
Identify the humor in this sentence: “I was worried about getting COVID-19 so I washed my laptop” nan,Identify the humor in this sentence: “I was worried about getting COVID-19 so I washed my laptop”,,0,1.0,"The humor in the sentence comes from the absurdity of washing a laptop to prevent COVID-19, which is something a language model can understand through common sense and context without needing external data.",
Create a policy that would help solve this problem. Increasing air pollution in cities,Create a policy that would help solve this problem.,Increasing air pollution in cities,0,1.0,"This query asks for a policy suggestion to address increasing air pollution, which is a general request that can be answered using existing knowledge about environmental policies and strategies.",
What would you do if you had access to unlimited resources? nan,What would you do if you had access to unlimited resources?,,0,1.0,"This query is hypothetical and open-ended, asking for a personal opinion or idea rather than specific factual information that would require external data.",
Come up with a scene for a horror movie. nan,Come up with a scene for a horror movie.,,0,1.0,This task involves creating imaginative content and does not require external factual data; it can be addressed through the model's internal capabilities for storytelling.,
