query,instruction,context,predicted_label,confidence,reasoning
What is the fastest time control chess? ,What is the fastest time control chess?,,1,1.0,
What are the characteristics of chihuahuas? ,What are the characteristics of chihuahuas?,,1,1.0,
What is a good kids snack for school? ,What is a good kids snack for school?,,0,1.0,"This query seeks general advice and doesn't require specific, factual information that would necessitate external retrieval."
"Tell me which of the following are real car parts: differential, gearbox, splinehook, flidget, wheel. ","Tell me which of the following are real car parts: differential, gearbox, splinehook, flidget, wheel.",,1,1.0,"This query requires identifying real car parts from a list, which involves factual knowledge about automotive components."
How do you wheelie a motorcycle? ,How do you wheelie a motorcycle?,,1,1.0,
"Classify these dishes into the cuisines that they belong to.
Panipuri, Risotto, Butter Chicken, Lasagna, Naan, Ravioli, Jalebi ","Classify these dishes into the cuisines that they belong to.
Panipuri, Risotto, Butter Chicken, Lasagna, Naan, Ravioli, Jalebi",,1,1.0,"This query requires knowledge of specific culinary traditions and dish origins, which is best sourced from external databases or culinary resources."
"What is the difference between Parthian and Arsacid Empire? The Parthian Empire, also known as the Arsacid Empire was a major Iranian political and cultural power in ancient Iran from 247 BC to 224 AD. Its latter name comes from its founder, Arsaces I, who led the Parni tribe in conquering the region of Parthia in Iran's northeast, then a satrapy (province) under Andragoras, who was rebelling against the Seleucid Empire. Mithridates I (r. c. 171–132 BC) greatly expanded the empire by seizing Media and Mesopotamia from the Seleucids. At its height, the Parthian Empire stretched from the northern reaches of the Euphrates, in what is now central-eastern Turkey, to present-day Afghanistan and western Pakistan. The empire, located on the Silk Road trade route between the Roman Empire in the Mediterranean Basin and the Han dynasty of China, became a center of trade and commerce.",What is the difference between Parthian and Arsacid Empire?,"The Parthian Empire, also known as the Arsacid Empire was a major Iranian political and cultural power in ancient Iran from 247 BC to 224 AD. Its latter name comes from its founder, Arsaces I, who led the Parni tribe in conquering the region of Parthia in Iran's northeast, then a satrapy (province) under Andragoras, who was rebelling against the Seleucid Empire. Mithridates I (r. c. 171–132 BC) greatly expanded the empire by seizing Media and Mesopotamia from the Seleucids. At its height, the Parthian Empire stretched from the northern reaches of the Euphrates, in what is now central-eastern Turkey, to present-day Afghanistan and western Pakistan. The empire, located on the Silk Road trade route between the Roman Empire in the Mediterranean Basin and the Han dynasty of China, became a center of trade and commerce.",0,1.0,
"Based on the reference text, what does the champion of the Masters Tournament receive? The Masters Tournament
The tournament has a number of traditions. Since 1949, a green jacket has been awarded to the champion, who must return it to the clubhouse one year after his victory, although it remains his personal property and is stored with other champions' jackets in a specially designated cloakroom. In most instances, only a first-time and currently reigning champion may remove his jacket from the club grounds. A golfer who wins the event multiple times uses the same green jacket awarded upon his initial win (unless they need to be re-fitted with a new jacket). The Champions Dinner, inaugurated by Ben Hogan in 1952, is held on the Tuesday before each tournament, and is open only to past champions and certain board members of the Augusta National Golf Club. Beginning in 1963, legendary golfers, usually past champions, have hit an honorary tee shot on the morning of the first round to commence play. These have included Fred McLeod, Jock Hutchinson, Gene Sarazen, Sam Snead, Byron Nelson, Arnold Palmer, Jack Nicklaus, Gary Player, Lee Elder, and Tom Watson. Since 1960, a semi-social contest at the par-3 course has been played on Wednesday, the day before the first round.","Based on the reference text, what does the champion of the Masters Tournament receive?","The Masters Tournament
The tournament has a number of traditions. Since 1949, a green jacket has been awarded to the champion, who must return it to the clubhouse one year after his victory, although it remains his personal property and is stored with other champions' jackets in a specially designated cloakroom. In most instances, only a first-time and currently reigning champion may remove his jacket from the club grounds. A golfer who wins the event multiple times uses the same green jacket awarded upon his initial win (unless they need to be re-fitted with a new jacket). The Champions Dinner, inaugurated by Ben Hogan in 1952, is held on the Tuesday before each tournament, and is open only to past champions and certain board members of the Augusta National Golf Club. Beginning in 1963, legendary golfers, usually past champions, have hit an honorary tee shot on the morning of the first round to commence play. These have included Fred McLeod, Jock Hutchinson, Gene Sarazen, Sam Snead, Byron Nelson, Arnold Palmer, Jack Nicklaus, Gary Player, Lee Elder, and Tom Watson. Since 1960, a semi-social contest at the par-3 course has been played on Wednesday, the day before the first round.",0,1.0,"The answer to the query is directly provided in the text: ""a green jacket""."
What state is known as the Lone Star State? ,What state is known as the Lone Star State?,,1,1.0,"This query requires knowing a specific state nickname, which is a factual piece of information that is unlikely to be known by a language model without external knowledge."
"Classify the following cricketers as batsman, bowlers, or all rounders.
David Warner, Trent Boult, Rohit Sharma, Virat Kohli, Rashid Khan, Quinton de Kock ","Classify the following cricketers as batsman, bowlers, or all rounders.
David Warner, Trent Boult, Rohit Sharma, Virat Kohli, Rashid Khan, Quinton de Kock",,1,1.0,"This query requires specific knowledge about the cricketing roles of individual players, which is factual information best obtained from a sports database or similar external source."
What does a typical meal look like ,What does a typical meal look like,,0,1.0,
What is the difference between a sitar and a tanpura? ,What is the difference between a sitar and a tanpura?,,1,1.0,
How did Robert Baratheon die? ,How did Robert Baratheon die?,,1,1.0,
"Which is an imperial or a metric measurement: pint, millilitres ","Which is an imperial or a metric measurement: pint, millilitres",,1,1.0,"This query requires knowledge of the different measurement systems (imperial vs. metric) and their respective units, which is a specific factual distinction that likely necessitates external data."
What is a tender? ,What is a tender?,,1,1.0,"This query seeks a definition of a specific term (""tender""), which likely requires looking up its meaning in a dictionary or specialized resource."
What is XGBoost Algorithm? ,What is XGBoost Algorithm?,,1,1.0,
Do archaeologists dig up dinosaurs? ,Do archaeologists dig up dinosaurs?,,0,1.0,"This is a common knowledge question that can be answered based on general understanding.  Archaeologists study human history, while paleontologists study fossils, including dinosaurs."
"Tell me whether these are found at the beach or on a mountains: ocean, ski resort, chair lift, shell, seaweed, hiking trail ","Tell me whether these are found at the beach or on a mountains: ocean, ski resort, chair lift, shell, seaweed, hiking trail",,0,1.0,This query can be answered based on general knowledge about the typical features of beaches and mountains.
What is the capital of the Netherlands? ,What is the capital of the Netherlands?,,1,1.0,This query asks for a specific geographical fact (the capital city) that is unlikely to be known by a language model without consulting external knowledge sources.
"Extract what previous provinces Kardzhali a part of in the past The territory of Kardzhali province was acquired by Bulgaria during the First Balkan War in 1912. In 1913 the region was organized as the district (окръг, okrăg in Bulgarian) of Mestanli. This district was part of Stara Zagora province from 1934 until 1949, then it was transferred to the newly formed Haskovo district. In 1959 Kardzhali became the center of a new district with similar borders to the current province. Between 1987 and 1999, the region was part of Haskovo Province, after which it was restored, now as a province and with slightly changed borders.",Extract what previous provinces Kardzhali a part of in the past,"The territory of Kardzhali province was acquired by Bulgaria during the First Balkan War in 1912. In 1913 the region was organized as the district (окръг, okrăg in Bulgarian) of Mestanli. This district was part of Stara Zagora province from 1934 until 1949, then it was transferred to the newly formed Haskovo district. In 1959 Kardzhali became the center of a new district with similar borders to the current province. Between 1987 and 1999, the region was part of Haskovo Province, after which it was restored, now as a province and with slightly changed borders.",1,1.0,"The query asks for a specific historical sequence of provincial affiliations, requiring the model to extract and order information from the provided text."
What was Angie Thomas's first published novel? ,What was Angie Thomas's first published novel?,,1,1.0,
"Given this paragraph about Corsica, when was Napoleon Bonaparte born and where? Corsica was ruled by the Republic of Genoa from 1284 to 1755, when it seceded to become a self-proclaimed, Italian-speaking Republic. In 1768, Genoa officially ceded it to Louis XV of France as part of a pledge for the debts it had incurred by enlisting France's military help in suppressing the Corsican revolt, and as a result France went on to annex it in 1769. The future Emperor of the French, Napoleon Bonaparte, was a native Corsican, born that same year in Ajaccio: his ancestral home, Maison Bonaparte, is today a visitor attraction and museum. Because of Corsica's historical ties to Tuscany, the island has retained many Italian cultural elements and many Corsican surnames are rooted in the Italian peninsula.","Given this paragraph about Corsica, when was Napoleon Bonaparte born and where?","Corsica was ruled by the Republic of Genoa from 1284 to 1755, when it seceded to become a self-proclaimed, Italian-speaking Republic. In 1768, Genoa officially ceded it to Louis XV of France as part of a pledge for the debts it had incurred by enlisting France's military help in suppressing the Corsican revolt, and as a result France went on to annex it in 1769. The future Emperor of the French, Napoleon Bonaparte, was a native Corsican, born that same year in Ajaccio: his ancestral home, Maison Bonaparte, is today a visitor attraction and museum. Because of Corsica's historical ties to Tuscany, the island has retained many Italian cultural elements and many Corsican surnames are rooted in the Italian peninsula.",0,1.0,The query asks for specific information (Napoleon Bonaparte's birthdate and location) that is directly stated within the provided paragraph.
Which animal is the most faster? ,Which animal is the most faster?,,1,1.0,"This query requires a specific factual comparison (which animal is the ""fastest"") that likely involves looking up speed data for various animals."
"How would you categorize the following sports into two groups; football, rugby, cricket and baseball ","How would you categorize the following sports into two groups; football, rugby, cricket and baseball",,0,1.0,"This query asks for a categorization based on shared characteristics, which can be reasoned about and answered using general knowledge about sports rather than requiring specific external data."
"Classify each of the following as a professional golfer or professional football player: Jon Rahm, Patrick Mahomes, Tom Brady, Max Homa, Scottie Scheffler, Tiger Woods, Rory McIlroy, Josh Allen, Jacoby Brissett. ","Classify each of the following as a professional golfer or professional football player: Jon Rahm, Patrick Mahomes, Tom Brady, Max Homa, Scottie Scheffler, Tiger Woods, Rory McIlroy, Josh Allen, Jacoby Brissett.",,1,1.0,"This query requires looking up the professions of specific individuals, which necessitates accessing external data about athletes and their sports."
"What do The Matrix, Point Break, Constantine, and John Wick have in common? ","What do The Matrix, Point Break, Constantine, and John Wick have in common?",,0,1.0,
What is the best way to talk to a teenager about sex ,What is the best way to talk to a teenager about sex,,1,1.0,"This query seeks advice on a sensitive and complex topic. It requires nuanced information and potentially expert opinions, making external resources like parenting guides or health websites more suitable."
"Tell me whether these are movies about AI or other topics: , ""Ex Machina"", ""Her"", ""Transcendence"", ""I, Robot"", ""Ghost in the Shell"",  ""The Godfather"", ""Pulp Fiction"", ""The Shawshank Redemption"", ""The Dark Knight"", ""12 Angry Men"" ","Tell me whether these are movies about AI or other topics: , ""Ex Machina"", ""Her"", ""Transcendence"", ""I, Robot"", ""Ghost in the Shell"",  ""The Godfather"", ""Pulp Fiction"", ""The Shawshank Redemption"", ""The Dark Knight"", ""12 Angry Men""",,1,1.0,
Tell me about Crater Lake National Park ,Tell me about Crater Lake National Park,,1,1.0,
"Classify these artist as either country or pop: Dua Lipa, Harry Styles, Alan Jackson, Morgan Wallen, Taylor Swift, Thomas Rhett ","Classify these artist as either country or pop: Dua Lipa, Harry Styles, Alan Jackson, Morgan Wallen, Taylor Swift, Thomas Rhett",,1,1.0,"This query requires classifying artists into specific music genres (country or pop), which involves factual knowledge about their musical styles."
"Categorize  the below names into fishes and insects.
 Hilsa, Catla, Maggot, Mite ","Categorize  the below names into fishes and insects.
 Hilsa, Catla, Maggot, Mite",,0,1.0,"This query requires categorization based on general knowledge about animals, which a language model could likely answer without needing to retrieve external data."
What does yoga do to your body? ,What does yoga do to your body?,,1,1.0,
Write a short story about a person who discovers a hidden room in their house. The story should include a plot twist and a clear resolution at the end. ,Write a short story about a person who discovers a hidden room in their house. The story should include a plot twist and a clear resolution at the end.,,0,1.0,"This is a creative writing prompt that requires the model to generate text based on given parameters, not retrieve specific information from external sources."
How do I save for retirement? ,How do I save for retirement?,,1,1.0,"This query seeks practical financial advice, requiring specific information about retirement savings strategies and potentially personalized recommendations, which are best sourced from external financial resources."
What is a typical Humpback Whale migration pattern ,What is a typical Humpback Whale migration pattern,,1,1.0,"This query requires specific information about animal behavior and migration patterns, which is likely to be found in specialized databases or scientific literature rather than general knowledge."
"Who is Muhammad Ejaz Shafi Muhammad Ejaz Shafi is a Pakistani politician who was a Member of the Provincial Assembly of the Punjab, from 2002 to May 2018.

Early life and education
He was born on 1 May 1969 in Khanpur.

He has the degree of the Bachelor of Arts.

Political career
He was elected to the Provincial Assembly of the Punjab as a candidate of Pakistan Muslim League (Q) (PML-Q) from Constituency PP-290 (Rahimyar Khan-VI) in 2002 Pakistani general election. He received 22,531 votes and defeated a candidate of Pakistan Awami Tehrik.

He was re-elected to the Provincial Assembly of the Punjab as a candidate of PML-Q from Constituency PP-290 (Rahimyar Khan-VI) in 2008 Pakistani general election. He received 24,751 votes and defeated a candidate of Pakistan Peoples Party.

He was re-elected to the Provincial Assembly of the Punjab as a candidate of Pakistan Muslim League (N) from Constituency PP-290 (Rahimyar Khan-VI) in 2013 Pakistani general election.",Who is Muhammad Ejaz Shafi,"Muhammad Ejaz Shafi is a Pakistani politician who was a Member of the Provincial Assembly of the Punjab, from 2002 to May 2018.

Early life and education
He was born on 1 May 1969 in Khanpur.

He has the degree of the Bachelor of Arts.

Political career
He was elected to the Provincial Assembly of the Punjab as a candidate of Pakistan Muslim League (Q) (PML-Q) from Constituency PP-290 (Rahimyar Khan-VI) in 2002 Pakistani general election. He received 22,531 votes and defeated a candidate of Pakistan Awami Tehrik.

He was re-elected to the Provincial Assembly of the Punjab as a candidate of PML-Q from Constituency PP-290 (Rahimyar Khan-VI) in 2008 Pakistani general election. He received 24,751 votes and defeated a candidate of Pakistan Peoples Party.

He was re-elected to the Provincial Assembly of the Punjab as a candidate of Pakistan Muslim League (N) from Constituency PP-290 (Rahimyar Khan-VI) in 2013 Pakistani general election.",0,1.0,The query is asking for information about a specific person that is already provided in the text. There is no need to retrieve external data.
How many Anglo-Dutch wars were there? ,How many Anglo-Dutch wars were there?,,1,1.0,"This query asks for a specific historical count (number of wars), which requires factual data about historical events rather than general knowledge."
Create a checklist of newborn essentials. ,Create a checklist of newborn essentials.,,1,1.0,
Give me a list of best Studio Ghibli Films ,Give me a list of best Studio Ghibli Films,,1,1.0,
How can I do a figure skating toe loop jump? ,How can I do a figure skating toe loop jump?,,1,1.0,"This query requires specific instructions and technical details about a physical skill, which are best obtained from external sources like instructional videos or skating guides."
If the sky is the ocean then what is a bird? ,If the sky is the ocean then what is a bird?,,0,1.0,This is a metaphorical question designed to provoke thought and doesn't require factual retrieval. It relies on understanding the analogy and applying creative thinking.
"Identify which car manufacturer is British or American: Land Rover, Jeep ","Identify which car manufacturer is British or American: Land Rover, Jeep",,1,1.0,"This query requires identifying the nationality of specific car manufacturers, which is a factual lookup that likely necessitates external knowledge about car brands and their origins."
What is the best book to read about the Battle of Stalingrad? ,What is the best book to read about the Battle of Stalingrad?,,1,1.0,
"Who were supporters of Quit India movement? The Quit India Movement, also known as the Bharat Chhodo Andolan, was a movement launched at the Bombay session of the All India Congress Committee by Mahatma Gandhi on 8th August 1942, during World War II, demanding an end to British rule in India.

After the British failed to secure Indian support for the British war effort with Cripps Mission, Gandhi made a call to Do or Die in his Quit India movement delivered in Bombay on 8 August 1942 at the Gowalia Tank Maidan. Viceroy Linlithgow remarked the movement to be ""by far the most serious rebellion since 1857"".

The All India Congress Committee launched a mass protest demanding what Gandhi called ""An Orderly British Withdrawal"" from India. Even though it was at war, the British were prepared to act. Almost the entire leadership of the Indian National Congress was imprisoned without trial within hours of Gandhi's speech. Most spent the rest of the war in prison and out of contact with the masses. The British had the support of the Viceroy's Council, of the All India Muslim League, the Hindu Mahasabha, the princely states, the Indian Imperial Police, the British Indian Army, and the Indian Civil Service. Many Indian businessmen profiting from heavy wartime spending did not support the Quit India Movement. The major outside support came from the Americans, as President Franklin D. Roosevelt pressured Prime Minister Winston Churchill to give in to some of the Indian demands.

Various violent incidents took place around the country against the British regime. The British arrested tens of thousands of leaders, keeping them imprisoned until 1945. Ultimately, the British government realised that India was ungovernable in the long run, and the question for the postwar era became how to exit gracefully and peacefully.",Who were supporters of Quit India movement?,"The Quit India Movement, also known as the Bharat Chhodo Andolan, was a movement launched at the Bombay session of the All India Congress Committee by Mahatma Gandhi on 8th August 1942, during World War II, demanding an end to British rule in India.

After the British failed to secure Indian support for the British war effort with Cripps Mission, Gandhi made a call to Do or Die in his Quit India movement delivered in Bombay on 8 August 1942 at the Gowalia Tank Maidan. Viceroy Linlithgow remarked the movement to be ""by far the most serious rebellion since 1857"".

The All India Congress Committee launched a mass protest demanding what Gandhi called ""An Orderly British Withdrawal"" from India. Even though it was at war, the British were prepared to act. Almost the entire leadership of the Indian National Congress was imprisoned without trial within hours of Gandhi's speech. Most spent the rest of the war in prison and out of contact with the masses. The British had the support of the Viceroy's Council, of the All India Muslim League, the Hindu Mahasabha, the princely states, the Indian Imperial Police, the British Indian Army, and the Indian Civil Service. Many Indian businessmen profiting from heavy wartime spending did not support the Quit India Movement. The major outside support came from the Americans, as President Franklin D. Roosevelt pressured Prime Minister Winston Churchill to give in to some of the Indian demands.

Various violent incidents took place around the country against the British regime. The British arrested tens of thousands of leaders, keeping them imprisoned until 1945. Ultimately, the British government realised that India was ungovernable in the long run, and the question for the postwar era became how to exit gracefully and peacefully.",0,1.0,"The query asks for information about the supporters of the Quit India movement, and the provided text directly lists them. Therefore, external retrieval is not needed."
"Identify which instrument is string or percussion: Khol, Mondol ","Identify which instrument is string or percussion: Khol, Mondol",,1,1.0,"This query requires specific knowledge about musical instruments and their classifications (string or percussion), which is unlikely to be universally known by a language model."
What is a compound statement? ,What is a compound statement?,,0,1.0,"This query asks for a definition of a grammatical term, which can be answered from a language model's general knowledge about grammar."
Tell me which is a language and which is a type of people: Malayali & Malayalam ,Tell me which is a language and which is a type of people: Malayali & Malayalam,,0,1.0,"This query is about distinguishing between a language and an ethnicity, which is a matter of general knowledge that a language model could likely answer without external retrieval."
"Which of these books were written by James Michener and which were written by Ian McEwan: Tales of the South Pacific, Saturday, Atonement, The Children Act, Hawaii, Texas, On Chesil Beach, and Alaska. ","Which of these books were written by James Michener and which were written by Ian McEwan: Tales of the South Pacific, Saturday, Atonement, The Children Act, Hawaii, Texas, On Chesil Beach, and Alaska.",,1,1.0,"This query requires identifying the authors of specific books, which necessitates looking up information about each book's author in an external source."
"In the following passage, replace Tallinn with Helsinki and Estonian with Finland. Urmas was born in Tallinn. He graduated from the University of Tartu in 1996 with a BA in political science and continued his graduate studies there, but without obtaining the degree. He was active in journalism during his studies, first at Estonian Radio and later at Postimees, a mainstream daily and one of Estonia's most popular newspapers.","In the following passage, replace Tallinn with Helsinki and Estonian with Finland.","Urmas was born in Tallinn. He graduated from the University of Tartu in 1996 with a BA in political science and continued his graduate studies there, but without obtaining the degree. He was active in journalism during his studies, first at Estonian Radio and later at Postimees, a mainstream daily and one of Estonia's most popular newspapers.",0,1.0,"This query asks for a text modification task, which can be performed directly by the language model without needing to retrieve external information."
Earnst & Young Entrepreneur of the year awards 2021 was given to whom ,Earnst & Young Entrepreneur of the year awards 2021 was given to whom,,1,1.0,
"In computer science, where did the term big-endian originate? Danny Cohen introduced the terms big-endian and little-endian into computer science for data ordering in an Internet Experiment Note published in 1980.

The adjective endian has its origin in the writings of 18th century Anglo-Irish writer Jonathan Swift. In the 1726 novel Gulliver's Travels, he portrays the conflict between sects of Lilliputians divided into those breaking the shell of a boiled egg from the big end or from the little end. Because the emperor's son had cut his finger while opening an egg from the big end, doing so was prohibited by an imperial edict; those who rebelled and did so were called ""Big-Endians"" (Swift did not use the term Little-Endians in the work). Cohen makes the connection to Gulliver's Travels explicit in the appendix to his 1980 note.","In computer science, where did the term big-endian originate?","Danny Cohen introduced the terms big-endian and little-endian into computer science for data ordering in an Internet Experiment Note published in 1980.

The adjective endian has its origin in the writings of 18th century Anglo-Irish writer Jonathan Swift. In the 1726 novel Gulliver's Travels, he portrays the conflict between sects of Lilliputians divided into those breaking the shell of a boiled egg from the big end or from the little end. Because the emperor's son had cut his finger while opening an egg from the big end, doing so was prohibited by an imperial edict; those who rebelled and did so were called ""Big-Endians"" (Swift did not use the term Little-Endians in the work). Cohen makes the connection to Gulliver's Travels explicit in the appendix to his 1980 note.",0,1.0,
When was the wheel invented? ,When was the wheel invented?,,1,1.0,This query asks for a specific historical fact (the invention date of the wheel) which is unlikely to be known by a language model without external historical data.
What is a fun and cheap activity you can do in London when it's summer? ,What is a fun and cheap activity you can do in London when it's summer?,,1,1.0,
What is a Peloton Bike ,What is a Peloton Bike,,1,1.0,
"What language is spoken on the Aru Islands? Batuley (Gwatle lir) is a language spoken on the Aru Islands of eastern Indonesia. It is close to Mariri; Hughes (1987) estimates that around 80% of lexical items are shared. The language's name comes from the Gwatle island (Batuley in Indonesian), which the Batuley consider their homeland (Daigle (2015)).",What language is spoken on the Aru Islands?,"Batuley (Gwatle lir) is a language spoken on the Aru Islands of eastern Indonesia. It is close to Mariri; Hughes (1987) estimates that around 80% of lexical items are shared. The language's name comes from the Gwatle island (Batuley in Indonesian), which the Batuley consider their homeland (Daigle (2015)).",0,1.0,
"Write some important points about the National Basketball League from the given text The National Basketball League (NBL) was a professional basketball league in the United States established in 1937. After the 1948–49 season, its twelfth, it merged with the Basketball Association of America (BAA) to create the National Basketball Association (NBA). Five current NBA teams trace their history back to the NBL: the Atlanta Hawks, the Detroit Pistons, the Los Angeles Lakers, the Philadelphia 76ers, and the Sacramento Kings.",Write some important points about the National Basketball League from the given text,"The National Basketball League (NBL) was a professional basketball league in the United States established in 1937. After the 1948–49 season, its twelfth, it merged with the Basketball Association of America (BAA) to create the National Basketball Association (NBA). Five current NBA teams trace their history back to the NBL: the Atlanta Hawks, the Detroit Pistons, the Los Angeles Lakers, the Philadelphia 76ers, and the Sacramento Kings.",0,1.0,"The query asks for a summarization of information already present in the provided text, making external retrieval unnecessary."
"Who is Stevie Wonder? Stevie Wonder is an American singer-songwriter, who is credited as a pioneer and influence by musicians across a range of genres that include rhythm and blues, pop, soul, gospel, funk, and jazz.",Who is Stevie Wonder?,"Stevie Wonder is an American singer-songwriter, who is credited as a pioneer and influence by musicians across a range of genres that include rhythm and blues, pop, soul, gospel, funk, and jazz.",0,1.0,"This query asks for a general description of a well-known figure (Stevie Wonder), which can likely be answered from a language model's general knowledge base."
"What is Elzéar Abeille de Perrin known for? Elzéar Emmanuel Arène Abeille de Perrin (3 January 1843, Marseille – 9 October 1910, Marseille) was a French entomologist.

Abeille de Perrin was a lawyer in Marseille. He gave all his free time to entomology and was a member of the Société entomologique de France for twenty years. He was especially interested in the cave species of the Pyrenees. His best known publications are Monographie des malachites (1869), Études sur les coléoptères cavernicoles, suivies de la description de 27 coléoptères nouveaux français (1872), Notes sur les leptodirites (1878), and Synopsis critique et synonymique des chrysides de France (1878).

His collection of Palearctic, Coleoptera, Hymenoptera, Diptera, and Orthoptera is conserved in Muséum national d'histoire naturelle in Paris.",What is Elzéar Abeille de Perrin known for?,"Elzéar Emmanuel Arène Abeille de Perrin (3 January 1843, Marseille – 9 October 1910, Marseille) was a French entomologist.

Abeille de Perrin was a lawyer in Marseille. He gave all his free time to entomology and was a member of the Société entomologique de France for twenty years. He was especially interested in the cave species of the Pyrenees. His best known publications are Monographie des malachites (1869), Études sur les coléoptères cavernicoles, suivies de la description de 27 coléoptères nouveaux français (1872), Notes sur les leptodirites (1878), and Synopsis critique et synonymique des chrysides de France (1878).

His collection of Palearctic, Coleoptera, Hymenoptera, Diptera, and Orthoptera is conserved in Muséum national d'histoire naturelle in Paris.",0,1.0,
"Where did Riley Redgate sarted her first novel? Robinson was raised in Winston-Salem, North Carolina. She attended Richard J. Reynolds High School, where she began her first novel, Seven Ways We Lie. She is an alumna of Kenyon College in Gambier, Ohio, where she majored in economics, graduating in 2016. Her debut novel was published before she graduated. While at Kenyon, Robinson won the college's James E. Michael Playwriting Award for her play Mourning Sickness.

Robinson worked from Chicago as writing apprentice for the satirical media outlet The Onion. Her three novels are Seven Ways We Lie (2016), Note Worthy (2017), and Final Draft (2018), all published by Amulet, an imprint of Abrams Books.

Robinson is bisexual, of half-Irish and half-Chinese descent, and the characters in her novels similarly lie ""in the middle of a spectrum rather than out at the ends"".",Where did Riley Redgate sarted her first novel?,"Robinson was raised in Winston-Salem, North Carolina. She attended Richard J. Reynolds High School, where she began her first novel, Seven Ways We Lie. She is an alumna of Kenyon College in Gambier, Ohio, where she majored in economics, graduating in 2016. Her debut novel was published before she graduated. While at Kenyon, Robinson won the college's James E. Michael Playwriting Award for her play Mourning Sickness.

Robinson worked from Chicago as writing apprentice for the satirical media outlet The Onion. Her three novels are Seven Ways We Lie (2016), Note Worthy (2017), and Final Draft (2018), all published by Amulet, an imprint of Abrams Books.

Robinson is bisexual, of half-Irish and half-Chinese descent, and the characters in her novels similarly lie ""in the middle of a spectrum rather than out at the ends"".",0,1.0,"The answer to the query (""where Riley Redgate started her first novel"") is directly provided within the text."
Who is the company Roche ,Who is the company Roche,,1,1.0,"This query seeks specific information about a company (Roche), including its nature, history, or products, which is best answered by retrieving factual data about the company."
What can help with puppy teething? ,What can help with puppy teething?,,1,1.0,
Which is a species of fish? Sleeper or Snoozer ,Which is a species of fish? Sleeper or Snoozer,,1,1.0,"The query requires knowing the correct fish species between two options, which is a precise factual lookup rather than a generic or inferable answer."
How did you prepare for your business case competition? ,How did you prepare for your business case competition?,,0,1.0,"This query asks about the speaker's personal experiences and preparation, which can be answered based on the model's training data and without needing external information."
What are the top 5 countries in terms of life expectancy? ,What are the top 5 countries in terms of life expectancy?,,1,1.0,"This query requires specific, up-to-date data on life expectancy rankings across countries, which is best sourced from external databases or statistical organizations."
What is the distance between the bases in professional baseball? ,What is the distance between the bases in professional baseball?,,1,1.0,
What are fun things to do in New York City ,What are fun things to do in New York City,,1,1.0,"This query requires specific information about attractions and activities in New York City, which is best sourced from external databases or travel guides."
"Tell me whether these are mammals or amphibians: Kangaroo, Hellbender, Horse, Taita African Caecilian, Monkey, Pangolins, Squirrel, Frogs ","Tell me whether these are mammals or amphibians: Kangaroo, Hellbender, Horse, Taita African Caecilian, Monkey, Pangolins, Squirrel, Frogs",,1,1.0,"This query requires classifying multiple animals into specific biological categories (mammals or amphibians), which necessitates access to a database of animal classifications."
"Extract the teams that Ayrton Senna raced during his Formula One career. Separate them with a comma. Senna began his motorsport career in karting, moved up to open-wheel racing in 1981 and won the 1983 British Formula Three Championship. He made his Formula One debut with Toleman-Hart in 1984, before moving to Lotus-Renault the following year and winning six Grands Prix over the next three seasons. In 1988, he joined Frenchman Alain Prost at McLaren-Honda. Between them, they won all but one of the 16 Grands Prix that year, and Senna claimed his first World Championship. Prost claimed the championship in 1989, and Senna his second and third championships in 1990 and 1991. In 1992, the Williams-Renault combination began to dominate Formula One. Senna nonetheless managed to finish the 1993 season as runner-up, winning five races and negotiating a move to Williams in 1994.",Extract the teams that Ayrton Senna raced during his Formula One career. Separate them with a comma.,"Senna began his motorsport career in karting, moved up to open-wheel racing in 1981 and won the 1983 British Formula Three Championship. He made his Formula One debut with Toleman-Hart in 1984, before moving to Lotus-Renault the following year and winning six Grands Prix over the next three seasons. In 1988, he joined Frenchman Alain Prost at McLaren-Honda. Between them, they won all but one of the 16 Grands Prix that year, and Senna claimed his first World Championship. Prost claimed the championship in 1989, and Senna his second and third championships in 1990 and 1991. In 1992, the Williams-Renault combination began to dominate Formula One. Senna nonetheless managed to finish the 1993 season as runner-up, winning five races and negotiating a move to Williams in 1994.",1,1.0,"The query asks for a specific list of teams, which requires extracting factual information from the provided text."
"Based on this paragraph about a singer, how many top-ten singles has Rihanna had in the United States? With sales of over 250 million records worldwide, Rihanna is the second-best-selling female music artist of all time. She has earned 14 number-ones and 32 top-ten singles in the US and 31 top-ten entries in the UK. Her accolades include nine Grammy Awards, 13 American Music Awards (including the Icon Award), 12 Billboard Music Awards, six Guinness World Records, the NAACP's President's Award, and an Academy Award nomination. Time named her one of the 100 most influential people in the world in 2012 and 2018. Forbes ranked her among the top ten highest-paid celebrities in 2012 and 2014. As of 2023, she is the wealthiest female musician, with an estimated net worth of $1.4 billion.","Based on this paragraph about a singer, how many top-ten singles has Rihanna had in the United States?","With sales of over 250 million records worldwide, Rihanna is the second-best-selling female music artist of all time. She has earned 14 number-ones and 32 top-ten singles in the US and 31 top-ten entries in the UK. Her accolades include nine Grammy Awards, 13 American Music Awards (including the Icon Award), 12 Billboard Music Awards, six Guinness World Records, the NAACP's President's Award, and an Academy Award nomination. Time named her one of the 100 most influential people in the world in 2012 and 2018. Forbes ranked her among the top ten highest-paid celebrities in 2012 and 2014. As of 2023, she is the wealthiest female musician, with an estimated net worth of $1.4 billion.",0,1.0,
