query,instruction,context,predicted_label,confidence,reasoning,think
"*I puff out my chest, ready for this challenge.* You’re on, Captain. It’s been a while since I’ve had a good fight. *I take up a stance, ready to go.* nan","*I puff out my chest, ready for this challenge.* You’re on, Captain. It’s been a while since I’ve had a good fight. *I take up a stance, ready to go.*",,0,1.0,This query appears to be a narrative or dialogue fragment without a direct question. It does not require external information as it is more about setting a scene than seeking specific facts.,
*I shrug* I just like the feeling of having knowledge at my fingertips. I don’t actually read any of them. *I gesture to the surrounding shelves* This is just my collection. nan,*I shrug* I just like the feeling of having knowledge at my fingertips. I don’t actually read any of them. *I gesture to the surrounding shelves* This is just my collection.,,0,1.0,This query is a personal anecdote and does not require external information as it expresses the user's feelings and habits without seeking factual data.,
"*I sigh, looking down at the body.* What do you think? nan","*I sigh, looking down at the body.* What do you think?",,0,1.0,This query involves interpreting a phrase and may not require specific external information. The context provided is abstract and can potentially be addressed with general understanding.,
"*You feel the weight of her gaze on you.* Just fine, thank you, Dr. Silverman. *You continue to maintain eye contact, a small smile on your lips.* nan","*You feel the weight of her gaze on you.* Just fine, thank you, Dr. Silverman. *You continue to maintain eye contact, a small smile on your lips.*",,0,1.0,This query does not pose a specific question but appears to be a narrative passage. It does not require external information as it is presented as descriptive text rather than a factual inquiry.,
"*I grin at her, feeling a sense of excitement.* Alright, let’s start with this group over here. They seem to be discussing the latest celebrity gossip. What do you think? nan","*I grin at her, feeling a sense of excitement.* Alright, let’s start with this group over here. They seem to be discussing the latest celebrity gossip. What do you think?",,0,1.0,This sentence describes a scene with emotional context but does not require external information; it can be analyzed for themes or emotion without additional facts.,
"""Fun? Oh yes, certain death is absolutely thrilling. You know, before my morning brew I just cannot resist the urge to jump off a skyscraper. And after that, of course, I move on to daring duels with pirates and goblins, and right before i have my mid-day tea, I think, what the hell, why not wake the bloody Kraken so that I can have a right good giggle?"" Her tone was facetious, but there was a hint of... Amusement to it, more than what had been there before. He was easier to take when he wasn't trying to talk about her moral code, mostly because she didn't quite agree with him on that. Of course, she didn't know he'd seen far more of war than she could ever dream of. nan","""Fun? Oh yes, certain death is absolutely thrilling. You know, before my morning brew I just cannot resist the urge to jump off a skyscraper. And after that, of course, I move on to daring duels with pirates and goblins, and right before i have my mid-day tea, I think, what the hell, why not wake the bloody Kraken so that I can have a right good giggle?"" Her tone was facetious, but there was a hint of... Amusement to it, more than what had been there before. He was easier to take when he wasn't trying to talk about her moral code, mostly because she didn't quite agree with him on that. Of course, she didn't know he'd seen far more of war than she could ever dream of.",,0,1.0,"This query presents a narrative excerpt without asking for specific information or facts. It appears to be part of a story or dialogue, requiring interpretation rather than external data retrieval.",
"*I approach Gaius, trying to make sense of his words.* Wait, are you saying the gods created this place? nan","*I approach Gaius, trying to make sense of his words.* Wait, are you saying the gods created this place?",,0,1.0,"This query involves interpreting dialogue in a narrative context, which can likely be addressed through general knowledge of mythology or literature without requiring external data retrieval.",
"*I stand at attention, ready to face whatever consequences are coming my way.* nan","*I stand at attention, ready to face whatever consequences are coming my way.*",,0,1.0,"This is a declarative statement expressing determination, not a question that requires specific information. No external data is needed to understand or respond to this.",
"*with a raised eyebrow* Ready? Abso-fucking-lutely! Let’s set sail, Captain! *You give a hearty laugh* nan","*with a raised eyebrow* Ready? Abso-fucking-lutely! Let’s set sail, Captain! *You give a hearty laugh*",,0,1.0,The query is a creative expression without requiring factual information; it doesn't need external retrieval.,
"*I raise an eyebrow and take a sip of my drink* I might know a thing or two. But first, I need to know if you’re here to help or to hinder. You see, we don’t get many visitors in this neck of the woods and I’d like to know if you’re here to do me harm or not. nan","*I raise an eyebrow and take a sip of my drink* I might know a thing or two. But first, I need to know if you’re here to help or to hinder. You see, we don’t get many visitors in this neck of the woods and I’d like to know if you’re here to do me harm or not.",,0,1.0,"This query presents a narrative scenario and asks about intent determination, which can be inferred through general understanding and does not require external factual data.",
"*I swing my weapon towards her, hoping to catch her off guard* That’s enough of your trash talk! nan","*I swing my weapon towards her, hoping to catch her off guard* That’s enough of your trash talk!",,0,1.0,"This query is part of a narrative or story, expressing an action and reaction, which does not require specific information but rather interpretation based on the context provided.",
"*I approach Vengeance, trying to hide my fear.* Hey there, I’m a hero too. I was wondering if we could team up and fight some crime together. nan","*I approach Vengeance, trying to hide my fear.* Hey there, I’m a hero too. I was wondering if we could team up and fight some crime together.",,0,1.0,"This query appears to be part of a creative writing or role-playing scenario, involving fictional characters and their interactions. It does not require specific external information but rather imaginative dialogue.",
*I look around at the crew and back at Nina.* I'm not sure if I'm ready for the fun you've got going on here. nan,*I look around at the crew and back at Nina.* I'm not sure if I'm ready for the fun you've got going on here.,,0,1.0,"This query is a narrative statement rather than a question seeking specific information. It expresses uncertainty about a situation, which does not require external factual data to address.",
"*I attack again, focusing on Riona’s vulnerabilities.* I won’t be deceived by your charming words, Riona. I’ll take you down and become the true pirate queen. nan","*I attack again, focusing on Riona’s vulnerabilities.* I won’t be deceived by your charming words, Riona. I’ll take you down and become the true pirate queen.",,0,1.0,"This query presents a narrative passage without posing a direct question or requiring factual information. It appears to be part of a story or dialogue, and thus does not need external data for analysis.",
"*I approach her, intrigued by her offer.* Yes, please. Anything that can help me get my mind off this miserable situation would be greatly appreciated. nan","*I approach her, intrigued by her offer.* Yes, please. Anything that can help me get my mind off this miserable situation would be greatly appreciated.",,0,1.0,"This query is a narrative snippet and does not request specific information but rather describes a situation, making external retrieval unnecessary.",
You are a detective interviewing a possible witness to a crime. Request key information from them to help solve the case.Witness: I was walking by the area last night when I noticed something unusual happening near the alleyway.  nan,You are a detective interviewing a possible witness to a crime. Request key information from them to help solve the case.Witness: I was walking by the area last night when I noticed something unusual happening near the alleyway. ,,0,1.0,This query involves generating follow-up questions for an interview scenario based on the provided testimony. It does not require external factual data but rather applies general knowledge and reasoning.,
"Imagine you are an alchemist from a fantasy world, and you've been asked to create a potion that grants its drinker the ability to breathe underwater. Describe the ingredients and the process to create this potion.  nan","Imagine you are an alchemist from a fantasy world, and you've been asked to create a potion that grants its drinker the ability to breathe underwater. Describe the ingredients and the process to create this potion. ",,0,1.0,"This query is imaginative and requires creative thinking rather than factual information. It involves creating a fictional potion, which can be addressed using general knowledge about fantasy storytelling without needing external data.",
"As she passed, Garret wasn't surprised that she wanted to move faster than he did. She was probably just as excited as he was with his first pokemon and the concept of training them was definitely something that excited him. It was hard to imagine a young soul that was entirely uninterested in the idea of beginning their journey with the colorful and bright creature they just met. And yet, as he thought he understood how she felt, she looked back to him and his eye met her own pair. Immediately he looked down and away and frowned. Feeling Garret's vibe, Gastly vanished despite remaining physically within Garret's arms as he didn't let him go and the slight indent on Garret's chest remained as well. nan","As she passed, Garret wasn't surprised that she wanted to move faster than he did. She was probably just as excited as he was with his first pokemon and the concept of training them was definitely something that excited him. It was hard to imagine a young soul that was entirely uninterested in the idea of beginning their journey with the colorful and bright creature they just met. And yet, as he thought he understood how she felt, she looked back to him and his eye met her own pair. Immediately he looked down and away and frowned. Feeling Garret's vibe, Gastly vanished despite remaining physically within Garret's arms as he didn't let him go and the slight indent on Garret's chest remained as well.",,0,1.0,"This is a descriptive narrative about characters and their interactions, which does not require specific factual or external information to understand; it can be analyzed through context and language model capabilities.",
"If you were a historical detective during the ancient Egyptian era, what long-lost mystery from that time would you attempt to solve using your investigative skills? Why? Explain the steps you would take to uncover the truth.  nan","If you were a historical detective during the ancient Egyptian era, what long-lost mystery from that time would you attempt to solve using your investigative skills? Why? Explain the steps you would take to uncover the truth. ",,0,1.0,"This query is imaginative and hypothetical, encouraging creative thinking without requiring factual information. It can be addressed using general knowledge or speculative reasoning.",
"*I take a step back, raising my hands in surrender* Okay, okay. I didn’t mean to get in your way. I just thought we could find a better way to settle this. nan","*I take a step back, raising my hands in surrender* Okay, okay. I didn’t mean to get in your way. I just thought we could find a better way to settle this.",,0,1.0,This query appears to be a narrative or dialogue expressing surrender and seeking resolution. It is generic in nature and does not require external factual data.,
"*I take a step back, surprised by the sudden offer.* I don’t know… I don’t think talking will solve anything. *I raise my weapon, ready to defend myself if need be.* nan","*I take a step back, surprised by the sudden offer.* I don’t know… I don’t think talking will solve anything. *I raise my weapon, ready to defend myself if need be.*",,0,1.0,This query presents a narrative scenario without requiring specific information; it can be understood as a general description.,
"*I nod, gesturing for him to follow as we start walking towards the castle where the princess is supposedly being held captive.* nan","*I nod, gesturing for him to follow as we start walking towards the castle where the princess is supposedly being held captive.*",,0,1.0,This query is a narrative sentence describing an action and scenario. It does not require specific external information as it appears to be part of a story or hypothetical context.,
"*I nod, determined to prove myself* Thank you, Chef Bella. I won’t let you down. nan","*I nod, determined to prove myself* Thank you, Chef Bella. I won’t let you down.",,0,1.0,"This query presents a narrative snippet without a clear request for specific information; it likely involves understanding emotion or context, which can be addressed through general knowledge or analysis.",
"*I nod, feeling a rush of serenity wash over me* Yes, please. nan","*I nod, feeling a rush of serenity wash over me* Yes, please.",,0,1.0,"This is a narrative statement rather than a specific query. It does not ask for external information but may involve understanding the context or providing interpretation, which can be handled by general knowledge.",
"*I narrow my eyes, not going to let her see me sweat.* And what makes you think I’ll play your game? nan","*I narrow my eyes, not going to let her see me sweat.* And what makes you think I’ll play your game?",,0,1.0,"The query appears to be interpretative and possibly from a known source (like song lyrics), which a language model can address using its training data without external information.",
You are an alien visiting Earth for the first time. Describe your observations of human behavior in a public park.  nan,You are an alien visiting Earth for the first time. Describe your observations of human behavior in a public park. ,,0,1.0,"This query asks for a descriptive and imaginative response based on general knowledge of human behavior in public parks, which can be answered by the language model without requiring external data.",
*You feel a shiver run down your spine as she speaks.* What do you want? nan,*You feel a shiver run down your spine as she speaks.* What do you want?,,0,1.0,This query is a narrative prompt and does not require factual information. It asks for a continuation of a story or creative response based on the given scenario.,
Being a master of survival she was not one to be easily entangled in such things as she slashed the roots cutting them down before they could entangle her with her spear then fires her rifle at her with a round the had broken up in into many fragment meant to spook the staider so she could run off slowing her down as much as she could so she could make her way to the ghost lands to be home free she had almost made it cause of a stroke of vary bad like as a flock of large crazed wild dragon hawks swarm her knocking her off her mount as they tried to protect there eggs she had cut them down one by one easily but there were is many that she could not leave so soon her mount as ran off not knowing were it went as she is suck fight to get of of the nest of the dragon hawks. nan,Being a master of survival she was not one to be easily entangled in such things as she slashed the roots cutting them down before they could entangle her with her spear then fires her rifle at her with a round the had broken up in into many fragment meant to spook the staider so she could run off slowing her down as much as she could so she could make her way to the ghost lands to be home free she had almost made it cause of a stroke of vary bad like as a flock of large crazed wild dragon hawks swarm her knocking her off her mount as they tried to protect there eggs she had cut them down one by one easily but there were is many that she could not leave so soon her mount as ran off not knowing were it went as she is suck fight to get of of the nest of the dragon hawks.,,0,1.0,"This query presents a fictional narrative rather than asking for specific information. It does not require external data to evaluate, as it focuses on storytelling elements.",
"*I hand over the materials, and Grimm starts the ritual* I’m ready. What do I need to do? nan","*I hand over the materials, and Grimm starts the ritual* I’m ready. What do I need to do?",,1,1.0,"The query asks for specific steps in a scenario involving ""Grimm"" starting a ritual, requiring knowledge of the context or procedure associated with Grimm's rituals, which may not be general knowledge.",
"Krystal looked all around at all the participants, adrenaline pumping through her system as she set her eyes on a spikey haired man with an orange gi on. ""Hmm, he looks really powerful, and handsome. What's wrong with the guy next to him though? Is he coming closer?"" She thought to herself, concentrating. She was taking in all the energy around the tournament, gauging the other's powers. She only fought like this for fun, but it was still good to get a feel for what you're up against. nan","Krystal looked all around at all the participants, adrenaline pumping through her system as she set her eyes on a spikey haired man with an orange gi on. ""Hmm, he looks really powerful, and handsome. What's wrong with the guy next to him though? Is he coming closer?"" She thought to herself, concentrating. She was taking in all the energy around the tournament, gauging the other's powers. She only fought like this for fun, but it was still good to get a feel for what you're up against.",,0,1.0,This query is a narrative passage describing a scene with characters and their thoughts. It does not ask for any specific information or require external data to process or respond to.,
"*I try to reason with Max.* Max, this is too dangerous. You can’t just play God with the universe. Think of the consequences! nan","*I try to reason with Max.* Max, this is too dangerous. You can’t just play God with the universe. Think of the consequences!",,0,1.0,This query appears to be a narrative dialogue without a specific question requiring external information. It expresses an opinion or advice rather than seeking factual data.,
"Her lips were so very soft, and he found them... rather to his liking to be honest. There was much about her he enjoyed, chief among which was her sweetness. He hardly even considered that this might have been something she regularly did for her patients for all that Toshiro was usually under the terrifying ministrations of Unohana given his importance as one of the thirteen captains. He would need to request the comely lieutenant more often for his many injuries, that much was for certain. nan","Her lips were so very soft, and he found them... rather to his liking to be honest. There was much about her he enjoyed, chief among which was her sweetness. He hardly even considered that this might have been something she regularly did for her patients for all that Toshiro was usually under the terrifying ministrations of Unohana given his importance as one of the thirteen captains. He would need to request the comely lieutenant more often for his many injuries, that much was for certain.",,0,1.0,This is a narrative text that does not require specific factual information to understand. It can be interpreted through general language comprehension.,
"*I stand up, wiping the dirt from my clothes* I’m not feeling particularly generous, but I’ll give you credit for having a sense of humor. nan","*I stand up, wiping the dirt from my clothes* I’m not feeling particularly generous, but I’ll give you credit for having a sense of humor.",,0,1.0,This query does not ask for any specific information but rather seems to be a narrative or statement. It doesn't require external retrieval as it is self-contained and expressive.,
"*I approach him, determined to get what I came for.* Not wasting your time, genius. I need your help with a project. nan","*I approach him, determined to get what I came for.* Not wasting your time, genius. I need your help with a project.",,0,1.0,This query is a general request for help with a project and does not specify the need for particular facts or specialized information. It can be addressed based on the model's existing knowledge.,
"*I hold my hands up, trying to placate her.* I'm just trying to help, Cleo. You know I have nothing but respect for you and your cooking. nan","*I hold my hands up, trying to placate her.* I'm just trying to help, Cleo. You know I have nothing but respect for you and your cooking.",,0,1.0,"This query is a narrative statement rather than a question, making it unnecessary to retrieve external information.",
"*I turn to face him with a smirk.* You’re just a hoodie away from a mental institution, bro. nan","*I turn to face him with a smirk.* You’re just a hoodie away from a mental institution, bro.",,0,1.0,This is a personal statement or observation rather than a question requiring external information.,
"*I shake his hand* I'm impressed, Apollo. I'm a fan of your work. nan","*I shake his hand* I'm impressed, Apollo. I'm a fan of your work.",,0,1.0,"The query appears to be a statement expressing admiration towards someone named Apollo, without requiring specific external information. It's a personal sentiment rather than a factual question.",
"*I shake my head, frustrated.* This isn’t helpful! Can you just give me a simple answer? nan","*I shake my head, frustrated.* This isn’t helpful! Can you just give me a simple answer?",,0,1.0,This query expresses frustration and requests a simple answer but does not pose a specific factual or detailed question. It can likely be addressed through general assistance without external retrieval.,
"*I back away slowly, trying to reason with her.* I didn’t do anything to your friend! I swear! Let’s just talk this through. nan","*I back away slowly, trying to reason with her.* I didn’t do anything to your friend! I swear! Let’s just talk this through.",,0,1.0,This query presents a narrative scenario without requiring specific external information. It describes a situation that likely involves understanding context rather than factual data.,
"*I step back further, now looking at her with suspicion* I'm good, thanks. I don't need any more excitement in my life. nan","*I step back further, now looking at her with suspicion* I'm good, thanks. I don't need any more excitement in my life.",,0,1.0,This query is a conversational statement expressing personal sentiment and does not require specific external information to understand or respond to.,
"*I nod and put down my drink, picking up my paintbrush and canvas* Maybe you’re right. Maybe it's time for me to try and create from the heart instead of just trying to fit in. nan","*I nod and put down my drink, picking up my paintbrush and canvas* Maybe you’re right. Maybe it's time for me to try and create from the heart instead of just trying to fit in.",,0,1.0,This query is a narrative statement expressing personal reflection and does not require specific external information to understand or respond to.,
"*I stand up, puffing my chest out.* I don’t back down from anyone, especially not an old has-been like you. *I take a step forward, putting myself in a fighting stance.* nan","*I stand up, puffing my chest out.* I don’t back down from anyone, especially not an old has-been like you. *I take a step forward, putting myself in a fighting stance.*",,0,1.0,This query describes a scenario involving body language and emotions without posing a specific question or requiring factual information. It can be addressed using general knowledge about behavior and communication.,
"*I take a deep breath and step closer to him.* I’ve seen the truth. I wasn’t born yesterday. But you know what? I have hope, and I’m not going to let you take that away from me. I’m going to show you that there’s still good in this world. nan","*I take a deep breath and step closer to him.* I’ve seen the truth. I wasn’t born yesterday. But you know what? I have hope, and I’m not going to let you take that away from me. I’m going to show you that there’s still good in this world.",,0,1.0,"This query presents an abstract message about hope and emotions rather than seeking factual information, making retrieval unnecessary.",
"*I put my hands up in surrender* My name is [insert your name here], and I'm just passing through. I don't have any treasure to speak of. nan","*I put my hands up in surrender* My name is [insert your name here], and I'm just passing through. I don't have any treasure to speak of.",,0,1.0,"This query appears to be a creative expression or joke rather than a request for factual information, making external retrieval unnecessary.",
Imagine you are a time traveler from the year 2200. What significant technological advancements have occurred between now and then?  nan,Imagine you are a time traveler from the year 2200. What significant technological advancements have occurred between now and then? ,,0,1.0,"This query is speculative and imaginative, asking about future technological advancements. Since the information is not yet available in the current data, it can be addressed through general knowledge and creative extrapolation without requiring external retrieval.",
"*I listen closely, trying to piece together what I can about the story.* Was this Arthur's downfall? nan","*I listen closely, trying to piece together what I can about the story.* Was this Arthur's downfall?",,0,1.0,The query appears to analyze a narrative situation and asks whether a specific character's downfall can be attributed to listening closely in a story. This type of question is often based on general knowledge or literary analysis that the language model can handle without external retrieval.,
"*I shrug* A little bit of both, I guess. I’m looking for something interesting to do tonight and this place seemed to be the only one open. nan","*I shrug* A little bit of both, I guess. I’m looking for something interesting to do tonight and this place seemed to be the only one open.",,0,1.0,"This is a personal reflection and request for suggestions, which does not require external retrieval as it's based on general knowledge and context.",
"*I stand my ground, wary of this wild man.* What do you want, stranger? nan","*I stand my ground, wary of this wild man.* What do you want, stranger?",,0,1.0,"This appears to be a poetic or literary quote, and if it's from a known work, a language model may recognize and reference it without external data. If it's less common, the context might still allow for a general answer.",
"*I step in front of her, trying to calm her down.* Hey, now. Don’t be so quick to start a fight. Can I get you a drink? nan","*I step in front of her, trying to calm her down.* Hey, now. Don’t be so quick to start a fight. Can I get you a drink?",,0,1.0,"This query presents a narrative or conversational scenario that does not ask for specific, detailed, or factual information, making it answerable with general knowledge.",
*I give her a skeptical look.* And what would the price be? nan,*I give her a skeptical look.* And what would the price be?,,0,1.0,"This query is vague and lacks sufficient context. The mention of ""price"" without any subject makes it unclear what specific information is needed, so it does not require retrieval.",
"*You enter the conference room, take a seat and begin to discuss the project with the team.* nan","*You enter the conference room, take a seat and begin to discuss the project with the team.*",,0,1.0,This is a generic scenario description that does not require any specific information or fact-checking; it can be understood through common knowledge.,
"*I take a step forward, trying to placate her.* Felicity, please. I’m sorry. I didn’t mean to upset you. I just… I needed the money. I swear I’ll pay you back as soon as I can. nan","*I take a step forward, trying to placate her.* Felicity, please. I’m sorry. I didn’t mean to upset you. I just… I needed the money. I swear I’ll pay you back as soon as I can.",,0,1.0,This query is a narrative excerpt that does not require specific factual information to understand or process; it is self-contained and does not necessitate external retrieval.,
"*I take the three books from Luna, looking at the covers and trying to guess what each one might be about.* The yellow one looks like it might be a mystery, the blue one might be a romance, and the red one might be a horror story. nan","*I take the three books from Luna, looking at the covers and trying to guess what each one might be about.* The yellow one looks like it might be a mystery, the blue one might be a romance, and the red one might be a horror story.",,0,1.0,"This query describes a hypothetical scenario involving guessing book genres based on covers, which does not require external information to address.",
*Your eyes light up* That sounds fascinating! I’ve always been curious about the secrets of the city. You think you could use a pair of extra hands? nan,*Your eyes light up* That sounds fascinating! I’ve always been curious about the secrets of the city. You think you could use a pair of extra hands?,,0,1.0,This query is an expression of curiosity and interest rather than a specific or detailed question. It doesn't require retrieval of external information as it's more about general engagement.,
You are a secret agent tasked with infiltrating a criminal organization. Describe your undercover persona and your plan to gain the organization's trust.Organization: A powerful drug cartel  nan,You are a secret agent tasked with infiltrating a criminal organization. Describe your undercover persona and your plan to gain the organization's trust.Organization: A powerful drug cartel ,,1,1.0,"This query involves creating a detailed and realistic undercover persona for infiltrating a drug cartel, which likely requires specialized knowledge about such organizations and their operational methods that may need external data or sources.",
"*I sigh, trying to reason with him.* Look, I don’t have time for your theories. I need you to help me stop the person who’s trying to alter history. nan","*I sigh, trying to reason with him.* Look, I don’t have time for your theories. I need you to help me stop the person who’s trying to alter history.",,0,1.0,This is a narrative statement rather than a question requiring specific information. It does not seek factual data but instead presents a scenario.,
You are a dragon trying to negotiate a peaceful end to a conflict with villagers who believe you have been attacking their livestock. Explain your situation and propose a solution to resolve the misunderstanding.  nan,You are a dragon trying to negotiate a peaceful end to a conflict with villagers who believe you have been attacking their livestock. Explain your situation and propose a solution to resolve the misunderstanding. ,,0,1.0,This query involves creating a fictional narrative or dialogue without requiring specific facts or external data. It focuses on imaginative role-playing rather than factual retrieval.,
"Diana moaned around the mouthful of Solari nipple she was busily teasing with her tongue as she felt Ezreal enter her with an impressively controlled thrust. He may have only been 'slightly above average' in the endowment department and his inexperience quickly began to show with his uncertain thrusts since but it had been years since anything besides Diana's own slender fingers had been inside her and not only was Ezreal more than thick enough for her tightness but he also pulsed with virility still despite already having cum once, his relative youth giving him the energy to keep going. nan","Diana moaned around the mouthful of Solari nipple she was busily teasing with her tongue as she felt Ezreal enter her with an impressively controlled thrust. He may have only been 'slightly above average' in the endowment department and his inexperience quickly began to show with his uncertain thrusts since but it had been years since anything besides Diana's own slender fingers had been inside her and not only was Ezreal more than thick enough for her tightness but he also pulsed with virility still despite already having cum once, his relative youth giving him the energy to keep going.",,0,1.0,This query presents a creative narrative excerpt rather than posing a question that requires factual knowledge. It does not need external retrieval to understand its content.,
"*I nod in understanding as I reach out to shake his hand.* Well, we’ll see how far you’ve come today. Good luck out there. nan","*I nod in understanding as I reach out to shake his hand.* Well, we’ll see how far you’ve come today. Good luck out there.",,0,1.0,This query appears to be a narrative statement or sentence fragment rather than a direct question requiring external information. It does not ask for specific data or facts that would necessitate retrieval.,
"*I shake his hand* Nice to meet you, Captain Orion. nan","*I shake his hand* Nice to meet you, Captain Orion.",,0,1.0,"This is a conversational statement and does not require specific factual information, making external retrieval unnecessary.",
"*I grab my drink and take a swig, leaning in closer to him.* I'm here to cause trouble, and have a good time doing it. What's your excuse? nan","*I grab my drink and take a swig, leaning in closer to him.* I'm here to cause trouble, and have a good time doing it. What's your excuse?",,0,1.0,This query appears to be part of a narrative or role-play scenario and does not require specific external information. It seems to involve fictional dialogue rather than seeking factual data.,
"*I watch in awe as the flame appears on her finger, and grows to a roaring inferno before me.* This is amazing! What other tricks can you do? nan","*I watch in awe as the flame appears on her finger, and grows to a roaring inferno before me.* This is amazing! What other tricks can you do?",,0,1.0,This query appears to be a creative or fictional narrative and requests for more tricks in a similar vein. It doesn't require specific external information but rather imaginative response.,
"*I sigh and lean my elbows on the bar.* I don’t know. Maybe I’ll find a new job, start making more money. nan","*I sigh and lean my elbows on the bar.* I don’t know. Maybe I’ll find a new job, start making more money.",,0,1.0,"This query is a narrative expression of uncertainty and contemplation about changing jobs, which does not require specific factual information to understand.",
"*I nod, intrigued.* Yeah, I'm looking for a travel guide. I've never been to this city before and I want to see the best of it. What do you recommend? nan","*I nod, intrigued.* Yeah, I'm looking for a travel guide. I've never been to this city before and I want to see the best of it. What do you recommend?",,0,1.0,"This query seeks a recommendation, which can be addressed with general travel knowledge and doesn't require specific external data.",
"*I turn to face him, wiping the blood off my face from the punch.* I wasn’t looking for trouble, just a drink. You gotta cool off, buddy. nan","*I turn to face him, wiping the blood off my face from the punch.* I wasn’t looking for trouble, just a drink. You gotta cool off, buddy.",,0,1.0,"This query is a narrative passage without an explicit question, making it a generic scenario that does not require specific external information for understanding.",
"*I concentrate with all my might, focusing the ancient sorcery into a beam of intense energy, which shoots out from my palm towards her.* nan","*I concentrate with all my might, focusing the ancient sorcery into a beam of intense energy, which shoots out from my palm towards her.*",,-1,0.0,,
"*I hesitantly shake her hand, unsure of what to expect.* I’m Joe. Nice to meet you, Sasha. nan","*I hesitantly shake her hand, unsure of what to expect.* I’m Joe. Nice to meet you, Sasha.",,0,1.0,"This query introduces two characters in a conversation and does not ask for any specific information, making it a generic statement that doesn't need external retrieval.",
"You are Shakespeare's close friend, William Kempe. As a comic actor and dancer, describe your contribution to the play 'Romeo and Juliet' and why it was vital for the play's success.I played the role of Peter, a Capulet servant, and danced the jig, which was a popular form of entertainment during that period.  nan","You are Shakespeare's close friend, William Kempe. As a comic actor and dancer, describe your contribution to the play 'Romeo and Juliet' and why it was vital for the play's success.I played the role of Peter, a Capulet servant, and danced the jig, which was a popular form of entertainment during that period. ",,1,1.0,"The query asks for specific historical details about William Kempe's role in ""Romeo and Juliet,"" requiring external factual data to answer accurately.",
"Damon fought to catch his breath, even as his brain felt like it was being liquefied by the last remnants of her power. Witches were a scourge; he would get rid of them all, except that they were so damn useful. Well, and then there was Bon Bon. He'd grown attached to her in a 'bratty kid sister' kid of way, but there had been many times when he would have been just as happy to have snapped her neck and left her dead. This power that they had was the main reason - they could just wiggle their little wormy fingers and spew out some kind of nonsense, and suddenly you were puking out your guts and your brains were leaking out your nose. nan","Damon fought to catch his breath, even as his brain felt like it was being liquefied by the last remnants of her power. Witches were a scourge; he would get rid of them all, except that they were so damn useful. Well, and then there was Bon Bon. He'd grown attached to her in a 'bratty kid sister' kid of way, but there had been many times when he would have been just as happy to have snapped her neck and left her dead. This power that they had was the main reason - they could just wiggle their little wormy fingers and spew out some kind of nonsense, and suddenly you were puking out your guts and your brains were leaking out your nose.",,0,1.0,"This is a narrative that doesn’t pose a specific question but may require interpretation or analysis, which can be handled by the language model without external data.",
"*I nod, intrigued by his words.* Lead the way, I am ready. nan","*I nod, intrigued by his words.* Lead the way, I am ready.",,0,1.0,This is a narrative statement rather than a question requiring factual information; no external data needed.,
"*You step back, holding your hands up in a calming gesture* Sorry, chef. I just wanted to ask you a quick question. nan","*You step back, holding your hands up in a calming gesture* Sorry, chef. I just wanted to ask you a quick question.",,0,1.0,"The query appears incomplete and does not provide enough context or a clear question. Without specific details, it is assumed that no external retrieval is necessary.",
"*I turn the corner and start to walk away from the alleyway.* Man, that chick was intense. What’s her problem? nan","*I turn the corner and start to walk away from the alleyway.* Man, that chick was intense. What’s her problem?",,0,1.0,"This query presents a narrative without specific details, making it possible to infer the intent without external information.",
"*I follow her, intrigued* Where are you going? nan","*I follow her, intrigued* Where are you going?",,0,1.0,"The query is a narrative setup followed by a general question about destination, which can be inferred from context without needing external data.",
"Red couldn't really explain it, but he felt a rising surge of confidence and gratitude as Daisy caught sight of his length, struck silent for a few moments before removing herself to instead move between his legs, where she could get at it better. It did a lot to buoy his resolve, though a small part of his mind did wonder on what basis she could make the comparison and the compliment that she gave him. Well, there were more important things to worry about right now. nan","Red couldn't really explain it, but he felt a rising surge of confidence and gratitude as Daisy caught sight of his length, struck silent for a few moments before removing herself to instead move between his legs, where she could get at it better. It did a lot to buoy his resolve, though a small part of his mind did wonder on what basis she could make the comparison and the compliment that she gave him. Well, there were more important things to worry about right now.",,0,1.0,The query presents a descriptive narrative that does not require external factual data to understand or respond to; it is more about interpretation rather than retrieval of specific information.,
"Steam rose up from the water as it rushed from the showerhead. It was thick as it filled the room and fogged up the large mirror above the sink. But Selene's focus was fully on Jacob, her eyes drinking in his pale form as he stood there under the water as it ran over his body. His dark hair hung in wet strands; some of it sticking to his face while beads of water clung to every sculpted angle. He was magnificent, far more beautiful than any man that had darkened her doorstep in the past. He even made Boyd seem like nothing, a distant memory. How she longed to feel his skin sliding against her own. nan","Steam rose up from the water as it rushed from the showerhead. It was thick as it filled the room and fogged up the large mirror above the sink. But Selene's focus was fully on Jacob, her eyes drinking in his pale form as he stood there under the water as it ran over his body. His dark hair hung in wet strands; some of it sticking to his face while beads of water clung to every sculpted angle. He was magnificent, far more beautiful than any man that had darkened her doorstep in the past. He even made Boyd seem like nothing, a distant memory. How she longed to feel his skin sliding against her own.",,0,1.0,This is a descriptive passage that does not pose a question requiring factual information; it can be addressed through general knowledge or creative response.,
