query,instruction,predicted_label,confidence,reasoning,think
Which English football team have held the FA cup the longest?,Which English football team have held the FA cup the longest?,1,1.0,"This query asks for a specific historical fact about which English football team has won the FA Cup the most times, requiring detailed and updated information that a language model may not have without external data.",
"Based on this passage, how many Boeing 747s are required to ship 10 of ASML's best-selling EUVs?","Based on this passage, how many Boeing 747s are required to ship 10 of ASML's best-selling EUVs?",1,1.0,This query requires specific information from the passage about the size and weight of ASML's EUVs and Boeing 747 cargo capacity to determine the number needed for shipping.,
"If the Curated Golden Square was built as planned, what would the average cost (rounded to the nearest dollar) per square foot have been?","If the Curated Golden Square was built as planned, what would the average cost (rounded to the nearest dollar) per square foot have been?",1,1.0,"This query requires specific financial and construction data about the Curated Golden Square project to calculate the average cost per square foot, which necessitates external retrieval of detailed plans or reports.",
What is the origin of the Easter Egg in video games?,What is the origin of the Easter Egg in video games?,1,1.0,"This query asks for the historical background of a specific gaming concept, requiring detailed factual knowledge that may not be readily available in general knowledge.",
Which states produced more than 10% of total US oil production in 2020?,Which states produced more than 10% of total US oil production in 2020?,1,1.0,This query seeks specific numerical data about US oil production by state for the year 2020. Such detailed information typically requires access to external datasets or reports on energy production.,
Where does the name of the UK county 'Essex' originate from?,Where does the name of the UK county 'Essex' originate from?,1,1.0,"The origin of the county's name requires historical and linguistic knowledge, which necessitates external retrieval for accuracy.",
What made Jackson decide to pursue acting?,What made Jackson decide to pursue acting?,1,1.0,"This query asks for specific reasons behind a person's decision to pursue acting, which typically requires detailed knowledge about their life and choices.",
What caused Africa's integration into the Roman System?,What caused Africa's integration into the Roman System?,1,1.0,"This query asks for specific historical reasons behind Africa's integration into the Roman system, requiring detailed factual knowledge that typically necessitates external sources.",
"What was the hit single on Nek's 1996 Album Lei, gli amici e tutto il resto?","What was the hit single on Nek's 1996 Album Lei, gli amici e tutto il resto?",1,1.0,"This query asks for a specific piece of information (the hit single from Nek's 1996 album) that is likely stored in external databases or music charts, necessitating retrieval.",
Where can you find Lygodactylus gutturalis?,Where can you find Lygodactylus gutturalis?,1,1.0,"This query requires specific and detailed information about the habitat or geographic distribution of a particular species, necessitating external retrieval for accuracy.",
How many years were Ian Kemps masterly culmination of his career at Manchester?,How many years were Ian Kemps masterly culmination of his career at Manchester?,1,1.0,"The query asks for specific years related to Ian Kemps' career at Manchester, which is a detailed factual question requiring external data.",
When was Suntory established?,When was Suntory established?,1,1.0,"This query asks for the founding year of Suntory, which is a specific historical fact that requires external information to answer accurately.",
Which is the most populous city in the United States,Which is the most populous city in the United States,1,1.0,"This query seeks a specific fact about the most populous city, requiring current data that may not be inherently known by a language model without external retrieval.",
What is the population of Breezy Point city in Minnesota?,What is the population of Breezy Point city in Minnesota?,1,1.0,This query seeks a specific numerical fact about a city's population that requires up-to-date information from an external source.,
tell me about the three body problem novel,tell me about the three body problem novel,1,1.0,"The query requests detailed information about a specific novel, ""The Three-Body Problem,"" which is a notable science fiction work. This requires specialized knowledge or external sources to provide accurate and comprehensive information.",
When did Finland and Sweden join NATO?,When did Finland and Sweden join NATO?,1,1.0,"This query asks for specific historical dates regarding Finland and Sweden joining NATO, which requires up-to-date factual information that may not be included in general knowledge.",
Is he still an active football player?,Is he still an active football player?,1,1.0,"This query asks about someone's current status as a football player, which typically requires up-to-date information unless the person is well-known enough for general knowledge.",
Who produced the song Polly?,Who produced the song Polly?,1,1.0,"The query asks for a specific fact about the producer of a song, which requires accurate information typically found in music databases or official sources.",
Is Belgrandia varica found in Europe or Australia?,Is Belgrandia varica found in Europe or Australia?,1,1.0,"The query asks for specific information about the geographical distribution of a particular species, which requires specialized knowledge or external data to answer accurately.",
What does the acronym IMET stand for?,What does the acronym IMET stand for?,1,1.0,"The query asks for the expansion of a specific acronym (IMET), which may require domain-specific knowledge not generally known to all language models.",
Who is the psychologist Jonathan Young,Who is the psychologist Jonathan Young,1,1.0,"This query asks for specific information about an individual psychologist, which requires factual data that may not be commonly known without external research.",
"What happens during the section called ""Giggle Box""?","What happens during the section called ""Giggle Box""?",1,1.0,"The query asks about a specific section called ""Giggle Box,"" which likely requires detailed or specialized knowledge from an external source since it's not a widely recognized term.",
What record label did 101 Damnations go through?,What record label did 101 Damnations go through?,1,1.0,"This query asks for specific information about the record labels associated with 101 Damnations, which requires detailed historical or factual data that is unlikely to be contained within a general knowledge model.",
Who introduced primogeniture into East Frisia?,Who introduced primogeniture into East Frisia?,1,1.0,"This query seeks specific historical information about the introduction of primogeniture in East Frisia, which requires external data retrieval.",
Who was Lester Menke,Who was Lester Menke,1,1.0,"Lester Menke is a less commonly known figure, and answering this query likely requires specific historical or biographical information that may not be widely known or included in general knowledge.",
"What does FAS, MTO and ATO stand for?","What does FAS, MTO and ATO stand for?",1,1.0,"The query asks for specific acronyms that may require domain-specific knowledge or precise terminology, necessitating external data retrieval for accurate answers.",
Which movie was originally declared the winner for Best Picture?,Which movie was originally declared the winner for Best Picture?,1,1.0,"This query asks for a specific historical fact about the first Best Picture winner at the Academy Awards, which requires precise knowledge that may need external verification.",
Approximately how much cashmere is produced each year?,Approximately how much cashmere is produced each year?,1,1.0,"This query seeks a detailed statistic about annual cashmere production, which is likely available in industry reports or databases and cannot be reliably answered without external information.",
Which duke visited Swarcliffe Hall in 1888?,Which duke visited Swarcliffe Hall in 1888?,1,1.0,"This query asks for a specific historical detail about who among the dukes visited Swarcliffe Hall in 1888, which requires accessing external records or specialized knowledge.",
Why was there a lockout during the 1998-1999 NBA season?,Why was there a lockout during the 1998-1999 NBA season?,1,1.0,"This query asks for specific historical information about a labor dispute in sports, which requires detailed factual data that may not be inferred from general knowledge alone.",
How many of the Lira satellites were successful?,How many of the Lira satellites were successful?,1,1.0,"This query asks for a specific factual detail about the number of successful satellites in the Lira project, requiring external information to answer accurately.",
What is the history of the travelling salesman problem throughout the years in a short bulleted list?,What is the history of the travelling salesman problem throughout the years in a short bulleted list?,1,1.0,"This query asks for a detailed history spanning multiple years, requiring specific information about key developments and milestones in the study of the traveling salesman problem, which necessitates external factual data.",
When did Google purchase YouTube,When did Google purchase YouTube,1,1.0,"This query asks for the exact date of Google's acquisition of YouTube, which is a specific historical fact requiring external information to answer accurately.",
"What is the negative side effect of the ""fire power"" on Fargus?","What is the negative side effect of the ""fire power"" on Fargus?",1,1.0,"The query refers to a potentially specific or fictional scenario requiring external knowledge about ""Fargus"" and its relationship with ""fire power"" to determine negative side effects.",
What did Stryk study at the Technical University of Munich?,What did Stryk study at the Technical University of Munich?,1,1.0,"This query seeks specific academic details about a person's studies at a particular institution, which typically necessitates external data for an accurate response.",
How old was Josh Logan when Gunshy released its album?,How old was Josh Logan when Gunshy released its album?,1,1.0,"This query requires knowing the exact release date of Gunshy's album and Josh Logan's birthdate to determine his age at that time, necessitating external factual data.",
Why was Antestor known as sorrow metal?,Why was Antestor known as sorrow metal?,1,1.0,"This query refers to a specific musical style associated with Antestor, requiring knowledge of music genres and terminology that might need external retrieval.",
What direction did Italy Avenue go in Uruguay per this block of text?,What direction did Italy Avenue go in Uruguay per this block of text?,1,1.0,This query requires specific directional information about a location that is unlikely to be known without accessing external data or context provided in the block of text.,
What album by Trans-X was released in 1983 and how many songs were on it?,What album by Trans-X was released in 1983 and how many songs were on it?,1,1.0,"This query requests specific information about an album release year and track count, which requires factual data that may not be universally known to a language model.",
Have you heard of Malibamat'so River and where does it flow?,Have you heard of Malibamat'so River and where does it flow?,1,1.0,"The query refers to a specific river and seeks detailed geographical information about its flow, requiring factual data beyond general knowledge.",
What was the The McIntosh County Seat War,What was the The McIntosh County Seat War,1,1.0,"The query asks for detailed historical information about a specific event, the McIntosh County Seat War, which would require factual data not generally known.",
Who finished the Wheel of Time series?,Who finished the Wheel of Time series?,1,1.0,"This question seeks specific information about who completed the Wheel of Time series after Robert Jordan's passing, requiring factual data that isn't universally known.",
What did Deneen do in her teens?,What did Deneen do in her teens?,1,1.0,"The query asks for specific information about an individual's actions during their teens. Without knowing if ""Deneen"" refers to a well-known figure, retrieval is needed to provide accurate details.",
Where is Ecsenius tessera commonly found?,Where is Ecsenius tessera commonly found?,1,1.0,"This query asks for the specific geographic location where Ecsenius tessera is commonly found, which typically requires specialized or external data on species distribution.",
Did Thomas Attewell bat with a right or left hand?,Did Thomas Attewell bat with a right or left hand?,1,1.0,"The query asks for specific personal information about an individual's handedness in a particular activity, which may not be commonly known and thus requires external retrieval to provide an accurate answer.",
In what year did Endless Nights come out?,In what year did Endless Nights come out?,1,1.0,"This query asks for the release year of ""Endless Nights,"" which is a specific fact that may require external information to answer accurately.",
Where is the Kilo railway station,Where is the Kilo railway station,1,1.0,This query seeks specific geographical information about a railway station that requires factual data not universally known without external sources.,
How many sinking ships did Violet Jessop survive? Be precise.,How many sinking ships did Violet Jessop survive? Be precise.,1,1.0,"This query seeks precise historical information about Violet Jessop's maritime survival experiences, necessitating retrieval from an external source.",
What professional football team play in red and blue and are based in south london?,What professional football team play in red and blue and are based in south london?,1,1.0,"The query specifies a professional football team's colors and location, necessitating retrieval of factual information about the club's identity and details.",
What kind of grand prix is the 1932 Australian Grand Prix,What kind of grand prix is the 1932 Australian Grand Prix,1,1.0,"This query asks for specific historical information about a particular event (the 1932 Australian Grand Prix), which likely requires detailed factual data that may not be commonly known or accessible without external retrieval.",
How was the San Francisco bay created?,How was the San Francisco bay created?,1,1.0,"The question asks for the geological history and formation of San Francisco Bay, which involves specialized factual knowledge about its creation that is best retrieved from external sources.",
Who brews Shiner Bock beer?,Who brews Shiner Bock beer?,1,1.0,"The query asks for specific information about the brewery of a particular beer brand, which is factual and may require up-to-date data to answer accurately.",
What was the most expensive watch ever sold at auction,What was the most expensive watch ever sold at auction,1,1.0,"This query asks for a specific historical fact about the most expensive watch sold at auction, which typically requires access to detailed records or external data.",
Where can I find a bristly bellflower in the wild?,Where can I find a bristly bellflower in the wild?,1,1.0,"This query seeks specific ecological information regarding the habitat of a particular plant species, which typically requires external resources to provide an accurate answer.",
"When was the first idea of mobile phone developed, and was it created or commercialized at that time?","When was the first idea of mobile phone developed, and was it created or commercialized at that time?",1,1.0,"This query asks for historical details about the development timeline of mobile phones, including specifics on creation and commercialization, which are factual and require external data.",
"Using the following text, list the top 4 drugs by revenue for Pfizer in 2022?","Using the following text, list the top 4 drugs by revenue for Pfizer in 2022?",1,1.0,"This query requests specific financial data about Pfizer's top-performing drugs by revenue in a particular year, which requires access to external reports or databases.",
Who were fighting each other in this battle and what's the consequence of it,Who were fighting each other in this battle and what's the consequence of it,1,1.0,"This query requests specific historical information about the combatants in a battle and its consequences, requiring external factual data.",
History of Linux,History of Linux,1,1.0,"The query asks for detailed historical information about Linux, which involves providing specifics such as key events, development milestones, and significant contributors, requiring external factual data.",
Where is Dieveniskes located,Where is Dieveniskes located,1,1.0,"The query asks for the location of Dieveniskes, which is a specific geographical question that typically requires factual data or external information to provide an accurate answer.",
What does CMWCs stand for?,What does CMWCs stand for?,1,1.0,"The query asks for the expansion of an abbreviation that may require specific or external knowledge, which might not be commonly known.",
Who is Sasha? How does her life compare to Becky?,Who is Sasha? How does her life compare to Becky?,1,1.0,"The query asks for specific information about two individuals named Sasha and Becky, which requires external data to provide accurate comparisons.",
"Other than Tanki, how many other known Amerindian settlements are on Aruba?","Other than Tanki, how many other known Amerindian settlements are on Aruba?",1,1.0,"The query asks for specific historical information about Amerindian settlements on Aruba beyond one known site, which requires accessing detailed historical or archaeological data.",
Who does the Navy Cross is awarded to?,Who does the Navy Cross is awarded to?,1,1.0,"This query asks for specific criteria regarding the Navy Cross award, which is detailed military information that typically requires external factual data for an accurate answer.",
"Based on this passage, why is Chris Kuroda's nickname CK5?","Based on this passage, why is Chris Kuroda's nickname CK5?",1,1.0,"This query specifically refers to a passage for an explanation about Chris Kuroda's nickname, indicating that external information is needed to provide an accurate answer.",
"How much more did the house cost than originally planned? Express as an absolute or nominal difference, not as a percentage.","How much more did the house cost than originally planned? Express as an absolute or nominal difference, not as a percentage.",1,1.0,"This query requests a precise calculation of cost difference, necessitating external financial data to determine the exact amount.",
Did the dome last as long as it was designed for?,Did the dome last as long as it was designed for?,1,1.0,"This query asks whether a dome lasted as long as it was designed for, which likely requires specific information about the particular dome's lifespan and design specifications, necessitating external data.",
In total how long was Winston Churchill the Prime Minister of the United Kingdom.,In total how long was Winston Churchill the Prime Minister of the United Kingdom.,1,1.0,"The query asks for the exact duration of Winston Churchill's tenure as Prime Minister, which is a historical fact that necessitates access to detailed records and data.",
"Tell me when Silvio Berlusconi was born, how long has he been Prime Minister in Italy and what his nickname is","Tell me when Silvio Berlusconi was born, how long has he been Prime Minister in Italy and what his nickname is",1,1.0,"This query requires specific factual information about Silvio Berlusconi's birth date, his tenure as Prime Minister, and his nickname, which necessitates external data retrieval.",
How many Children Trump has?,How many Children Trump has?,1,1.0,"This query asks for specific factual information about Donald Trump's family, which may require up-to-date information to ensure accuracy.",
What is the largest employer in the world?,What is the largest employer in the world?,1,1.0,"This query seeks specific factual information that may require up-to-date data, as the answer can vary by country or year.",
Was Jens Stub Swedish?,Was Jens Stub Swedish?,1,1.0,Determining Jens Stub's nationality likely requires specific historical or biographical information not readily inferred from general knowledge.,
"In the following passage about mechanical-switch keyboards, which keyboards are the loudest, and how can I make them quieter?","In the following passage about mechanical-switch keyboards, which keyboards are the loudest, and how can I make them quieter?",1,1.0,"The query requires analyzing a specific passage for detailed information about mechanical-switch keyboards, making external retrieval necessary.",
Which companies did Theranos partner with in 2015?,Which companies did Theranos partner with in 2015?,1,1.0,"This query seeks specific information about Theranos' partnerships in 2015, which is detailed factual data requiring external sources.",
Where did David Houseman go to college?,Where did David Houseman go to college?,1,1.0,"This query asks for specific educational background information about an individual, which requires external factual data to answer accurately.",
"What is Cisco's formal company name, where is their headquarters, and how many employees are there in the company?","What is Cisco's formal company name, where is their headquarters, and how many employees are there in the company?",1,1.0,"This query requests specific factual information about Cisco's formal name, location, and employee count, which are detailed facts that may not be commonly known and require external sources for accuracy.",
What are the signs and symptoms of Sensory processing disorder?,What are the signs and symptoms of Sensory processing disorder?,1,1.0,"This query asks for specific and detailed information about a medical condition, which requires access to specialized external data to provide an accurate answer.",
Who wrote the book that the TV show Shantaram is based on?,Who wrote the book that the TV show Shantaram is based on?,1,1.0,"This query seeks specific information about the origin of a work, necessitating external data to identify the correct author.",
What is the story of the decline of Wang Computer?,What is the story of the decline of Wang Computer?,1,1.0,"This query asks for the detailed history of a specific company's decline, which requires specialized information about Wang Computer's business trajectory and challenges.",
Where is Laskowice?,Where is Laskowice?,1,1.0,"The query requires knowing the specific location of Laskowice, which is not commonly known and necessitates external retrieval for accuracy.",
How many national championships had Youngstown State Penguins football team won prior to 1991?,How many national championships had Youngstown State Penguins football team won prior to 1991?,1,1.0,"This query asks for a specific historical fact about the number of national championships won by Youngstown State Penguins football team before 1991, which requires accessing external information to provide an accurate answer.",
"Currently, does Porthcurno mainly comprise farms and fisherman's cottages?","Currently, does Porthcurno mainly comprise farms and fisherman's cottages?",1,1.0,"The query seeks detailed information about a specific location's makeup, requiring factual data that may not be commonly known or could change over time.",
Where did Jackson move to become an actor?,Where did Jackson move to become an actor?,1,1.0,"The query refers to a specific person named Jackson who became an actor. Without knowing the exact individual or context, external information is required to determine where he moved.",
"Clarence Albert Pierce, Jr., tell me where he was born and what college he went attended.","Clarence Albert Pierce, Jr., tell me where he was born and what college he went attended.",1,1.0,This query asks for specific personal information (birthplace and education) that requires external factual data to answer accurately.,
Who leads the Cambridge Zero initiative?,Who leads the Cambridge Zero initiative?,1,1.0,"The query seeks specific information about an individual leading a particular initiative, necessitating external retrieval for accurate answering.",
Is ABAKO no longer an active political party?,Is ABAKO no longer an active political party?,1,1.0,"The query requires specific and up-to-date information about the current status of ABAKO as a political party in the Republic of the Congo, which necessitates external retrieval for an accurate answer.",
Which team won the 2023 NCAA Men's National Championship?,Which team won the 2023 NCAA Men's National Championship?,1,1.0,"This query asks for a specific and recent fact about a sports event, which is not typically known through general knowledge alone. It requires up-to-date external data to provide an accurate answer.",
Why did Cato think that Carthage must be destroyed?,Why did Cato think that Carthage must be destroyed?,1,1.0,"This query asks for specific historical reasoning behind a political decision by Cato the Elder regarding Carthage, which requires detailed factual knowledge from history.",
"Based on this passage, what is the average number of people per family in Zangisheh?","Based on this passage, what is the average number of people per family in Zangisheh?",1,1.0,"The query requests a specific numerical statistic from a given passage, necessitating retrieval of external information to provide an accurate answer.",
Does Jukebox contain many original songs?,Does Jukebox contain many original songs?,1,1.0,"The query's answer depends on knowing what ""Jukebox"" refers to (e.g., a service, album), which requires external information for clarification.",
What programming languages does freeCodeCamp teach to students?,What programming languages does freeCodeCamp teach to students?,1,1.0,"This question seeks specific and detailed information about the programming languages offered by freeCodeCamp, which would require accessing their curriculum or external resources for an accurate answer.",
In what year was pickleball invented?,In what year was pickleball invented?,1,1.0,"The query asks for a specific historical event (the year pickleball was invented), which requires factual data that may not be general knowledge.",
How many times does Fred Allison try to escape captivity?,How many times does Fred Allison try to escape captivity?,1,1.0,"The query seeks specific information about Fred Allison's escape attempts, which requires factual data not generally known to a language model.",
How tall is Mt. Shakspere?,How tall is Mt. Shakspere?,1,1.0,"This query asks for the specific height of Mount Shakspere, which is a factual question requiring external data to provide an accurate and precise answer.",
Which continent can Callixena versicolora be found?,Which continent can Callixena versicolora be found?,1,1.0,"The query asks for the geographic location of a specific species, which requires specialized knowledge that may not be available in general context or require external resources.",
What was the Caribbean and Central America Action,What was the Caribbean and Central America Action,1,1.0,"This query refers to a specific initiative or action related to the Caribbean and Central America, which likely requires detailed factual knowledge not commonly known.",
Tell me about the football club Unione Sassuolo,Tell me about the football club Unione Sassuolo,1,1.0,"This query seeks detailed information about a football club, which typically requires external data for accuracy, especially if the model's training data is limited or outdated regarding this specific club.",
How did Draymond Green's minutes increase over time?,How did Draymond Green's minutes increase over time?,1,1.0,"This query seeks specific, detailed information about Draymond Green's playing time trends over his career, which requires accessing external data sources like sports statistics or news articles.",
What is Douglas Stuart Moore's best remembered for?,What is Douglas Stuart Moore's best remembered for?,1,1.0,"The query requires knowing the specific achievements of Douglas Stuart Moore, which might not be common knowledge and would need external data to answer accurately.",
What exactly was the action of 12 December 1782,What exactly was the action of 12 December 1782,1,1.0,"The query asks about a specific historical date, requiring detailed factual information that may not be known without external sources.",
Where was Anne Zohra Berrached born?,Where was Anne Zohra Berrached born?,1,1.0,"The query asks for a specific factual piece of information about an individual's birthplace, which may require external data if the person is less known or their details aren't part of general knowledge.",
What is the largest retailers and e-commerce companies?,What is the largest retailers and e-commerce companies?,1,1.0,"This query seeks specific factual data about the largest retailers and e-commerce companies, which typically necessitates external retrieval to provide accurate and up-to-date information.",
What are the four major subregions in Central Otago?,What are the four major subregions in Central Otago?,1,1.0,"This query requires detailed geographical information about a specific region in New Zealand, necessitating external data for an accurate answer.",
Where did Kamlaksha Rama Naik receive his Business Management degree?,Where did Kamlaksha Rama Naik receive his Business Management degree?,1,1.0,"This query asks for specific information about an individual's educational background, which is unlikely to be known by a language model without external data retrieval.",
Which record label created Vinyl,Which record label created Vinyl,1,1.0,The query seeks a specific historical fact that is unlikely to be answered without external data.,
When and why was the plaxton coach production halted?,When and why was the plaxton coach production halted?,1,1.0,"This query seeks specific historical details about a company's production halt, requiring external data for accurate retrieval.",
Extract the occupations of Elie Wiesel from the text.,Extract the occupations of Elie Wiesel from the text.,1,1.0,"This query asks to extract specific information (occupations) about Elie Wiesel from a given text, which necessitates access to external data or context to provide an accurate answer.",
"Based on this article, how did the existence of trains impact the development of Roche Percee?","Based on this article, how did the existence of trains impact the development of Roche Percee?",1,1.0,"This query requires analysis based on a specific external source (the article) to understand the impact of trains on Roche Percee, necessitating retrieval of that information.",
How large is the Gull Harbour and where exactly is it located,How large is the Gull Harbour and where exactly is it located,1,1.0,"The query seeks specific factual information about the size and exact location of Gull Harbour, which likely requires external data beyond general knowledge.",
What type of babies did Regalado say Jiankui was making?,What type of babies did Regalado say Jiankui was making?,1,1.0,"This query pertains to a specific and complex scientific matter involving ethical implications, requiring detailed external information about He Jiankui's work as reported by Sergio Regalado.",
What is contrast therapy used for?,What is contrast therapy used for?,1,1.0,"The query asks about the purpose of contrast therapy, which is a specific medical term requiring detailed and specialized knowledge, making external retrieval necessary.",
What did Jordan Akins do after retiring from baseball?,What did Jordan Akins do after retiring from baseball?,1,1.0,"This query asks for specific and detailed information about a person's post-retirement activities, which requires access to external data or sources.",
What was the name of the character Steve Buscemi played in the HBO series BoardWalk Empire?,What was the name of the character Steve Buscemi played in the HBO series BoardWalk Empire?,1,1.0,"This query asks for a specific detail about an actor's character in a TV show, requiring external information to accurately answer.",
How many children did James S. Wall have?,How many children did James S. Wall have?,1,1.0,"This query asks for specific personal information about James S. Wall, which is unlikely to be known without external data sources.",
How many prototypes were made?,How many prototypes were made?,1,1.0,"This query lacks specificity about what the prototypes are referring to, requiring external data to provide an accurate answer.",
"here is some information about Ross McLean, how many years was Ross president of the Leavue of help for sick and elderly?","here is some information about Ross McLean, how many years was Ross president of the Leavue of help for sick and elderly?",1,1.0,"This query asks for a specific fact about Ross McLean's tenure, which is likely not contained within the model's training data and requires external retrieval to answer accurately.",
When was IGFBP3 first characterized?,When was IGFBP3 first characterized?,1,1.0,"The query asks for the specific date when IGFBP3 (Insulin-like Growth Factor Binding Protein 3) was first identified, which is a precise factual question requiring external data.",
What is the fastest air-breathing manned aircraft?,What is the fastest air-breathing manned aircraft?,1,1.0,"This query seeks a specific record about aircraft speed, which requires precise and possibly updated factual data.",
What is the coldest month in Warsaw and how cold does it get on average?,What is the coldest month in Warsaw and how cold does it get on average?,1,1.0,"This query requests specific climatological data about Warsaw, necessitating external information to provide accurate and detailed answers.",
What is use of bezier curve in Robotics?,What is use of bezier curve in Robotics?,1,1.0,The use of Bezier curves in robotics is a specialized topic that likely requires detailed technical information about their application in path planning or motion control. This specific knowledge may not be commonly known and would benefit from external sources for accuracy.,
What was written in Ski-U-Mah?,What was written in Ski-U-Mah?,1,1.0,"The query requires knowledge of what was written in ""Ski-U-Mah,"" which is likely specific and may not be known without external data.",
Who owns the canoe named The Island Bird?,Who owns the canoe named The Island Bird?,1,1.0,"This query seeks specific ownership details about a named canoe, which typically requires external factual data to answer accurately.",
To which town in the UK did the Ford Motor Company relocate to in 1931?,To which town in the UK did the Ford Motor Company relocate to in 1931?,1,1.0,"This query asks for a specific historical relocation event involving Ford Motor Company in 1931, which requires factual data that isn't generally known without external sources.",
What year did the trek in Finding Farley end?,What year did the trek in Finding Farley end?,1,1.0,"This query asks for the specific year an event in a TV show concluded, requiring access to detailed information about the series' timeline.",
What does Avici stand for,What does Avici stand for,1,1.0,"The query asks for the meaning of ""Avici,"" which is a specific term in Buddhist teachings requiring detailed knowledge, making retrieval necessary.",
Can someone drive on Black Bear Road all year?,Can someone drive on Black Bear Road all year?,1,1.0,"The query asks for location-specific information about road accessibility, which requires external data to determine if the road is drivable year-round.",
What is MBB and what does it stand for?,What is MBB and what does it stand for?,1,1.0,"The query asks about the meaning of ""MBB,"" which could refer to various specific terms depending on context and may require external factual knowledge to determine its correct definition.",
Why is the Cave of the Crystals or Giant Crystal Cave closed to the public?,Why is the Cave of the Crystals or Giant Crystal Cave closed to the public?,1,1.0,"The query asks for specific reasons related to a real-world location's closure, which requires detailed factual information not typically known without external sources.",
What percentage of Manewra's population work for the government?,What percentage of Manewra's population work for the government?,1,1.0,This query asks for a specific statistic about employment in a particular location. Such detailed information is unlikely to be part of general knowledge and would require external data sources for accurate retrieval.,
Can someone drive a bicycle on this road?,Can someone drive a bicycle on this road?,1,1.0,"The query asks about the legality of biking on a specific road, which depends on local traffic laws and would require external information to answer accurately.",
Have you heard of Yandovy or Яндовы?,Have you heard of Yandovy or Яндовы?,1,1.0,"The query asks about a potentially lesser-known term (""Yandovy"" or ""Яндовы""), which may require specialized knowledge or external data to answer accurately.",
Battles between England and Scotland,Battles between England and Scotland,1,1.0,"This query seeks information on historical conflicts between England and Scotland, which requires specific factual knowledge.",
Why did the Sahara experience a period of rapid desertification?,Why did the Sahara experience a period of rapid desertification?,1,1.0,"This query asks for specific causes of rapid desertification in the Sahara, which likely requires detailed climatological and geological information not commonly known.",
When is Original Joe's Day in San Francisco?,When is Original Joe's Day in San Francisco?,1,1.0,"The query asks for the specific date of an annual event, which is detailed information that may vary yearly and requires up-to-date data beyond general knowledge.",
How many species of Stingrays are there?,How many species of Stingrays are there?,1,1.0,Determining the number of Stingray species requires specific taxonomic data which may not be general knowledge and could change with new research.,
"From this summary of Captain Ginyu's role in the series Dragon Ball, how many times did Captain Ginyu switch bodies?","From this summary of Captain Ginyu's role in the series Dragon Ball, how many times did Captain Ginyu switch bodies?",1,1.0,"This question seeks a specific fact about the number of body switches in the Dragon Ball series, necessitating retrieval of external data.",
Did the Grateful Dead play at the original Woodstock concert?,Did the Grateful Dead play at the original Woodstock concert?,1,1.0,"This query seeks factual information about a specific historical event and whether a particular band participated in it, necessitating external retrieval for accurate answering.",
How many seasons was Jeff Fisher the head coach of the Titans while they were not in Tennessee?,How many seasons was Jeff Fisher the head coach of the Titans while they were not in Tennessee?,1,1.0,This query asks for a specific piece of information about Jeff Fisher's coaching career with the Titans during a particular time period when they were not in Tennessee. Answering this would require accessing external data to confirm any relocation periods or his tenure elsewhere.,
"How many children did Louis Pasteur have, and how many died of typhoid fever?","How many children did Louis Pasteur have, and how many died of typhoid fever?",1,1.0,This query requires specific factual information about Louis Pasteur's family that is not generally known and would need external sources to confirm.,
Who did Outcault paint electric light displays for?,Who did Outcault paint electric light displays for?,1,1.0,"The query asks for specific historical or factual information about who Outcault painted electric light displays for, which may not be widely known and likely requires external data to answer accurately.",
"In the summary below of episode 158 of the series Black Clover, how did the Spade army lose?","In the summary below of episode 158 of the series Black Clover, how did the Spade army lose?",1,1.0,"The query seeks detailed information about a specific event in a TV show, requiring external data to answer accurately.",
Where are the oldest oak trees in Central America?,Where are the oldest oak trees in Central America?,1,1.0,"This query requires specific knowledge about the location of old oak trees in Central America, which may not be commonly known and likely necessitates external factual data.",
By what percentage of vote margin did Ralph Northam win over Aneesh Chopra in the 2013 election for Governor of Virginia?,By what percentage of vote margin did Ralph Northam win over Aneesh Chopra in the 2013 election for Governor of Virginia?,1,1.0,"This query asks for a detailed and specific fact about the vote margin in a particular election between two candidates, requiring access to external data sources.",
Why are people eating eggs at Easter,Why are people eating eggs at Easter,1,1.0,"This query asks about the cultural tradition of eating eggs at Easter, which involves understanding historical and symbolic reasons that may require external information for a detailed explanation.",
How many times did Gordie Howe retire?,How many times did Gordie Howe retire?,1,1.0,"This query seeks a specific and detailed fact about Gordie Howe's career history, which requires external data to answer accurately.",
In which century was Denis Thériault born?,In which century was Denis Thériault born?,1,1.0,Determining the specific century Denis Thériault was born in requires precise historical information that may not be available to the model without external data.,
How many iron atoms are in a single molecule of the main component substance of ironsand?,How many iron atoms are in a single molecule of the main component substance of ironsand?,1,1.0,"This query asks for a detailed scientific fact about the composition of ""ironsand,"" which would require specialized knowledge or external data to determine the exact number of iron atoms in its molecular structure.",
Suggest an allocation to implement a three portfolio strategy as described in the text below,Suggest an allocation to implement a three portfolio strategy as described in the text below,1,1.0,"The query asks for a specific allocation based on a three portfolio strategy described in external text, necessitating access to that information for an accurate suggestion.",
How many Spitfire fighter aircraft remain airworthy,How many Spitfire fighter aircraft remain airworthy,1,1.0,"This query asks for a specific and detailed count of airworthy Spitfire aircraft, which requires access to current data or records that the model might not have memorized.",
"What was the ""X.Y.Z. fever""?","What was the ""X.Y.Z. fever""?",1,1.0,"The query refers to an obscure or potentially fictional term (""X.Y.Z. fever"") which is unlikely to be known from general knowledge and may require external information for clarification.",
