query,instruction,predicted_label,confidence,reasoning,think
"Day 2 with tender,bloated,bruised feeling,hurts when I stand,move around,laugh or sit. lower abdominal/pelvic area. no uterus taken out 1yr ago.","Day 2 with tender,bloated,bruised feeling,hurts when I stand,move around,laugh or sit. lower abdominal/pelvic area. no uterus taken out 1yr ago.",1,1.0,"This query describes specific medical symptoms following surgery and requires specialized medical knowledge to interpret, necessitating external retrieval for an accurate response.",
Diverticulitis cause lower backache?,Diverticulitis cause lower backache?,0,1.0,"The query asks about a known symptom (lower backache) of diverticulitis, which is part of common medical knowledge that the model can answer without external data.",
Does anyone know about hCG levels associated with a partial molar pregnancy?,Does anyone know about hCG levels associated with a partial molar pregnancy?,1,1.0,"The query requires specific medical information about hCG levels in partial molar pregnancies, necessitating external retrieval for an accurate answer.",
Does drooping of the mouth come on quickly or slowly?,Does drooping of the mouth come on quickly or slowly?,0,1.0,"This query seeks general knowledge about how drooping of the mouth typically progresses, which can likely be answered using known medical or anatomical information without requiring external data.",
Does lung cancer always effect oxygen levels.,Does lung cancer always effect oxygen levels.,0,1.0,"This question asks about a general medical fact that can be answered using existing knowledge about how lung cancer affects the body, so retrieval is not needed.",
Does time matter during ovulation ?,Does time matter during ovulation ?,0,1.0,"The query asks about the importance of timing during ovulation, which is a well-known concept related to fertility and reproduction. This information is typically covered in general health knowledge, so no external retrieval is necessary.",
Do you have to take antibiotics prior to gyn exam if you had tkr. I know you do this before dental exam. Wondering?,Do you have to take antibiotics prior to gyn exam if you had tkr. I know you do this before dental exam. Wondering?,1,1.0,"This query involves specific medical advice regarding antibiotic use before a gynecological exam for someone with a total knee replacement. It requires detailed medical knowledge about prophylactic treatments, which necessitates external retrieval of current clinical guidelines.",
"Feeling down, tired of life, distressed, some sleep disturbances during working days, some weight gain and have rare suicidal ideation. Am I depressed?","Feeling down, tired of life, distressed, some sleep disturbances during working days, some weight gain and have rare suicidal ideation. Am I depressed?",1,1.0,"This query involves specific symptoms related to a potential mental health condition, which requires specialized medical knowledge or external data from professional sources for an accurate response.",
"Frequent unbearable leg cramps, what is the fastest way to relieve pain?","Frequent unbearable leg cramps, what is the fastest way to relieve pain?",0,1.0,"This query asks for common, well-known remedies for leg cramps, which are likely within the general knowledge of a language model and do not require specific external information.",
Had pruritus for 2 weeks. Went away but now I have abdominal and right flank pain. Could it be gallstones?,Had pruritus for 2 weeks. Went away but now I have abdominal and right flank pain. Could it be gallstones?,1,1.0,"This query involves a health-related question that requires medical expertise and specific knowledge about symptoms and possible conditions, necessitating external retrieval for an accurate response.",
"Heavy clotty period for 2 days then 3 days later I started bleeding again after sex. I have been feeling pressure in abdomen, I also had a fever ?","Heavy clotty period for 2 days then 3 days later I started bleeding again after sex. I have been feeling pressure in abdomen, I also had a fever ?",1,1.0,This query describes specific symptoms that may indicate a medical condition requiring professional expertise or factual data for proper diagnosis.,
"Hello doctor, i feel numbness and diziness in my haed and neck pain, pls help me ?","Hello doctor, i feel numbness and diziness in my haed and neck pain, pls help me ?",1,1.0,"This query presents medical symptoms that require specialized medical expertise for an accurate diagnosis, necessitating external retrieval of medical knowledge.",
Hello sir! I hav a skin Color pimples in my vagina lips! Is dat any problem? I'm really scared!,Hello sir! I hav a skin Color pimples in my vagina lips! Is dat any problem? I'm really scared!,1,1.0,"This query is a personal health concern that requires specialized medical expertise. The user is seeking advice about a specific symptom and may need professional diagnosis or treatment options, which necessitates external retrieval of medical information.",
"How accurate are the doctors measurements of the baby to determine baby weeks, due date, conception, ovulation etc...","How accurate are the doctors measurements of the baby to determine baby weeks, due date, conception, ovulation etc...",0,1.0,"This query asks about the accuracy of standard medical procedures used during pregnancy, which are well-known facts within general knowledge. The information required does not necessitate external data as it is commonly understood in the field.",
How bad is olive oil in your diet?,How bad is olive oil in your diet?,0,1.0,"This query asks about the negative aspects of olive oil in diet, which can be addressed using general nutritional knowledge that most language models are aware of.",
How does a boil look tender?,How does a boil look tender?,0,1.0,"The query asks about the appearance of tenderness in a boil, which is general medical knowledge that a language model can answer without requiring external data retrieval.",
How does mitral stenosis affect the heart?,How does mitral stenosis affect the heart?,1,1.0,"This query asks for a detailed explanation of how a specific medical condition affects the heart, requiring specialized knowledge that typically necessitates external retrieval.",
"How does qcarbo16 work, I see people using it to pass drug test, well that's not why I brought it, I need to cleanse my body, how does it work, thanks?","How does qcarbo16 work, I see people using it to pass drug test, well that's not why I brought it, I need to cleanse my body, how does it work, thanks?",1,1.0,"The query requires detailed information about the mechanism of qcarbo16, specifically regarding its use for cleansing purposes. This is a specialized topic that may necessitate external data for an accurate and informed response.",
How is your basal metabolic rate impacted by your basal energy expenditure?,How is your basal metabolic rate impacted by your basal energy expenditure?,0,1.0,This query deals with foundational biological concepts (BMR and BE) that are part of general knowledge. The relationship between them can be explained using standard scientific understanding without requiring external retrieval.,
How long does bleeding last after mirena (levonorgestrel) removal my af is not till the 16 of april I have always been regular,How long does bleeding last after mirena (levonorgestrel) removal my af is not till the 16 of april I have always been regular,0,1.0,"The query asks about a common medical topic regarding bleeding after Mirena removal, which is something that can be answered from general medical knowledge without needing external retrieval.",
How long does the pain for a root extraction last?,How long does the pain for a root extraction last?,0,1.0,"The question asks for general medical advice regarding the typical duration of pain after a root extraction, which can be answered using common knowledge about dental procedures and recovery times.",
How much do tummy tucks (witch hazel) usually hurt?,How much do tummy tucks (witch hazel) usually hurt?,1,1.0,"This query requires specific medical information about the pain levels during tummy tucks and the role of witch hazel in recovery, which likely necessitates external data for an accurate answer.",
How to know if you miscarried without passing fetus?,How to know if you miscarried without passing fetus?,1,1.0,"This query seeks specific medical information about identifying miscarriage symptoms without passing fetal tissue, requiring specialized knowledge or data beyond general knowledge.",
How would you measure how severe pectus excavatum is?,How would you measure how severe pectus excavatum is?,1,1.0,"Measuring the severity of pectus excavatum involves specific medical techniques or metrics that require detailed factual knowledge, likely beyond general knowledge. Retrieving external medical data would be necessary for an accurate answer.",
I am 42 I have only had my period 4 times in the last year. I get pain in my stomach but nothing happens. Any ideas why this could be occurring?,I am 42 I have only had my period 4 times in the last year. I get pain in my stomach but nothing happens. Any ideas why this could be occurring?,1,1.0,"This query involves a personal health situation that may require specific medical knowledge or consultation with a healthcare professional. The symptoms described (infrequent periods and abdominal pain) could be indicative of various conditions, necessitating detailed factual information for an accurate response.",
"I am experiencing  headache (better by: rest, nsaids (ibuprofen, naproxen, etc.)) (time frame: gradual onset) (side: left, right) (occurred: < 1 hr...","I am experiencing  headache (better by: rest, nsaids (ibuprofen, naproxen, etc.)) (time frame: gradual onset) (side: left, right) (occurred: < 1 hr...",0,1.0,This query describes personal health symptoms but does not explicitly ask a specific question requiring external medical facts or specialized information.,
I am having moderate to severe abdominal pain on my right side. Every time i poop Iit hurts really bad like a Charlie horse in my side.,I am having moderate to severe abdominal pain on my right side. Every time i poop Iit hurts really bad like a Charlie horse in my side.,1,1.0,"The query describes symptoms indicative of a potential medical condition, requiring professional diagnosis and advice. This necessitates external information for appropriate guidance.",
I bent over while sitting in a chair to pick up something and felt like something popped and I am now having pain on my left side around my ribs?,I bent over while sitting in a chair to pick up something and felt like something popped and I am now having pain on my left side around my ribs?,1,1.0,"This query seeks advice about a physical injury following a specific incident, requiring medical expertise or external information for an accurate response.",
I didn't get my period for a month and now having pink discharge and a negative pregnancy test and still no period. What is going on?,I didn't get my period for a month and now having pink discharge and a negative pregnancy test and still no period. What is going on?,1,1.0,"This query involves specific symptoms and requires medical knowledge to identify possible conditions or causes, necessitating external information for an accurate response.",
"If I am allergic to normal earrings, can I put a coating of clear nail polish on the earring, or is that bad? I've read this on a few websites.","If I am allergic to normal earrings, can I put a coating of clear nail polish on the earring, or is that bad? I've read this on a few websites.",1,1.0,"This query seeks advice on using nail polish as a protective coating for earrings due to allergies, which involves specialized material science and medical considerations, necessitating specific data or expert knowledge beyond general knowledge.",
If you had a CBC two years ago and you still have the same symptoms is it good to get a new one?,If you had a CBC two years ago and you still have the same symptoms is it good to get a new one?,1,1.0,"This query pertains to medical advice and could require specific expertise or guidelines, necessitating external retrieval for an accurate answer.",
"I had a cold about a week and a half ago. Now I'm having very strong headaches and a pain on my left nasal, feels like the bone hurts on my left nasal?","I had a cold about a week and a half ago. Now I'm having very strong headaches and a pain on my left nasal, feels like the bone hurts on my left nasal?",1,1.0,"The query describes symptoms following a cold and seeks to understand the cause of the headaches and nasal bone pain, which likely requires specific medical knowledge or consultation with a healthcare professional.",
"I had a hysterectomy and removal of my tubes and ovaries. However, two years later, I had a very painful area in my pelvis and was told that I had endometriosis. Is this possible?","I had a hysterectomy and removal of my tubes and ovaries. However, two years later, I had a very painful area in my pelvis and was told that I had endometriosis. Is this possible?",1,1.0,"This query involves a detailed medical scenario that requires specialized knowledge about endometriosis and its relation to surgical procedures, necessitating external retrieval for an accurate response.",
I had unprotected sex on 6feb n my period was on 17feb. Had done 3 times test 2day morning also but all came negative? Doc. Given me cyclenorm e n p,I had unprotected sex on 6feb n my period was on 17feb. Had done 3 times test 2day morning also but all came negative? Doc. Given me cyclenorm e n p,1,1.0,"The query involves specific medical concerns about unprotected sex, potential pregnancy, and prescribed medication (Cyclenorm E n P), which requires specialized medical knowledge for an accurate response.",
I have a brain cyst 3cm in left frontal lobe would it hurt if I was also pregnant?,I have a brain cyst 3cm in left frontal lobe would it hurt if I was also pregnant?,1,1.0,"This query involves a specific medical condition (a brain cyst) and its potential interaction with pregnancy, requiring specialized medical knowledge that necessitates external retrieval.",
I have ADHD is it possible for me to become a surgeon ? Be honest with me please,I have ADHD is it possible for me to become a surgeon ? Be honest with me please,1,1.0,"This query requires specific information about whether individuals with ADHD can pursue a career as surgeons, which may involve detailed data on the challenges and strategies they face in such a specialized field.",
I have a small lump at the bottom of my right ear. Any idea what it could be? Thanks.,I have a small lump at the bottom of my right ear. Any idea what it could be? Thanks.,1,1.0,This query is about a specific medical symptom that requires specialized knowledge or external information to provide an accurate answer.,
I have endometriosis and just had a miscarriage now the pain seems to be back stronger than before is this because of miscarriage?,I have endometriosis and just had a miscarriage now the pain seems to be back stronger than before is this because of miscarriage?,1,1.0,This query involves a specific medical condition and seeks to understand the relationship between two medical events. It requires specialized medical knowledge that may not be common general knowledge.,
I have had some pregnancy symptoms and I was four days late and had some brown discharge around the time of period and 2 nurses said they think I am?,I have had some pregnancy symptoms and I was four days late and had some brown discharge around the time of period and 2 nurses said they think I am?,0,1.0,"The query describes personal health experiences and seeks understanding based on symptoms and medical opinions. It doesn't require specific facts or external data, so retrieval isn't needed.",
"I have hypermobile joints and am experiencing right arm, elbow, shoulder and muscle pain. What can I do?","I have hypermobile joints and am experiencing right arm, elbow, shoulder and muscle pain. What can I do?",1,1.0,"This query asks for medical advice related to a condition and symptoms, requiring specialized information that may not be general knowledge.",
"I have lots of dry gangrene on right foot, lost 4 toes , but it doesn't go past the mid-foot. Why would they amputate to knee? Why not just that part?","I have lots of dry gangrene on right foot, lost 4 toes , but it doesn't go past the mid-foot. Why would they amputate to knee? Why not just that part?",1,1.0,"This query involves a complex medical situation and requires specialized medical expertise to provide an accurate answer, necessitating external retrieval of current medical information.",
I have mosquito bites all over my body from head to toe. I am itching all over. The bites are swollen and combined with other bites. What can I do?,I have mosquito bites all over my body from head to toe. I am itching all over. The bites are swollen and combined with other bites. What can I do?,0,1.0,"This query asks for general health advice regarding mosquito bites, which is a common issue with known solutions. The information required can typically be provided from general knowledge without needing external retrieval.",
I have no voice a huge knot on the right side of my neck and I have excruciating pain in throat. I was diagnosed with pharyngitis how can I get relief?,I have no voice a huge knot on the right side of my neck and I have excruciating pain in throat. I was diagnosed with pharyngitis how can I get relief?,0,1.0,"This query seeks general medical advice for a known condition (pharyngitis), which can typically be addressed using standard knowledge without requiring specific external data retrieval.",
I have pain on the left side of my neck when swallowing. Been going on for 3 days.,I have pain on the left side of my neck when swallowing. Been going on for 3 days.,1,1.0,"This query involves a health symptom that may require specialized medical knowledge to address properly, necessitating external retrieval for accurate advice.",
I have this patch of peeling/blistering skin on the bottom of my foot. What is it and how do I get rid of it?,I have this patch of peeling/blistering skin on the bottom of my foot. What is it and how do I get rid of it?,1,1.0,"The query involves a specific medical condition requiring diagnosis and treatment advice, which necessitates detailed medical knowledge that may need external data for accurate response.",
"I have this weird taste in my mouth, but no other symptoms of dry socket. What could be wrong?","I have this weird taste in my mouth, but no other symptoms of dry socket. What could be wrong?",0,1.0,This query asks for possible causes of a symptom that could be addressed with general medical knowledge about common conditions affecting oral health.,
I having a flexible sigmoidoscopy and I have fleet ready to use when do I use it before going in to hospital ?,I having a flexible sigmoidoscopy and I have fleet ready to use when do I use it before going in to hospital ?,0,1.0,"The query asks about a common medical procedure preparation step (using Fleet Ready-To-Use enema before a sigmoidoscopy), which is general medical knowledge that can be answered without external data.",
I'm 5' 8'' and 109 lbs. When I lay down I can see my belly pulsing to the left of my belly button. Is this something I should be concerned about?,I'm 5' 8'' and 109 lbs. When I lay down I can see my belly pulsing to the left of my belly button. Is this something I should be concerned about?,1,1.0,This query involves a medical symptom that requires specialized knowledge or external medical data to assess properly and advise accordingly.,
"Im in a lot of localized pain, I was diagnosed with an enlarged uterus, a bicornuate uterus, and some ovarian cysts.Pain is extreme. ER? or primary?","Im in a lot of localized pain, I was diagnosed with an enlarged uterus, a bicornuate uterus, and some ovarian cysts.Pain is extreme. ER? or primary?",1,1.0,"The query involves a complex medical situation with specific symptoms and conditions requiring professional medical advice, necessitating external retrieval for accurate guidance.",
I'm starting to think I have a fracture of the talar dome. Any advice?,I'm starting to think I have a fracture of the talar dome. Any advice?,1,1.0,"The query concerns a specific medical condition requiring specialized knowledge for diagnosis and advice, necessitating external retrieval.",
In an attempt to diagnose illness I have had 7 CT scans in 2 years . Because of new upper abdominal right side pain dr ordered hyda scan. Should i be concerned about  the radiation?,In an attempt to diagnose illness I have had 7 CT scans in 2 years . Because of new upper abdominal right side pain dr ordered hyda scan. Should i be concerned about  the radiation?,1,1.0,"The query involves a detailed medical concern regarding radiation exposure from multiple scans, which requires specialized medical knowledge and specific data on radiation dosage and risks.",
In the middle of my chest under my breast bone it fells wierd I cant explain it?,In the middle of my chest under my breast bone it fells wierd I cant explain it?,1,1.0,"The query describes a physical symptom that may require medical expertise or specific health-related information, necessitating external retrieval for accurate assistance.",
Irregular periods been taking fertility pills. 23days late and having symptoms of pregnancy but negative test what should I do?,Irregular periods been taking fertility pills. 23days late and having symptoms of pregnancy but negative test what should I do?,1,1.0,"The query involves a medical concern requiring specific advice on handling irregular periods and pregnancy symptoms with a negative test, which necessitates accurate, up-to-date information best retrieved externally.",
Is it normal to have bleeding after a colonoscopy that's not related to a bowel movement?,Is it normal to have bleeding after a colonoscopy that's not related to a bowel movement?,1,1.0,"The query asks for medical information regarding a post-procedure symptom, which is a specific and specialized topic requiring detailed medical knowledge beyond general knowledge.",
Is it possible for a sciatica pain to be in the top of my thighs?,Is it possible for a sciatica pain to be in the top of my thighs?,1,1.0,"This query asks for specific medical information about where sciatica pain can occur, which is a detailed fact that may require external data or expertise to answer accurately.",
Is it possible to drink antidepressants for the whole life and to be in good health?,Is it possible to drink antidepressants for the whole life and to be in good health?,1,1.0,"This question requires specific medical expertise and up-to-date information about the potential health effects of long-term antidepressant use, which necessitates external data.",
Is it possible to have anxiety symptoms 24/7 for 2 years straight?,Is it possible to have anxiety symptoms 24/7 for 2 years straight?,1,1.0,"This query seeks expert medical knowledge regarding the duration and persistence of anxiety symptoms, which typically requires consultation with professional resources or literature.",
Is memory loss related to statins?,Is memory loss related to statins?,1,1.0,The query concerns a specific medical topic requiring up-to-date research and evidence to provide an accurate answer. Retrieval of recent studies or expert guidelines is necessary.,
I sneezed and got rid of some phlegm in my throat (I have post nasal drip) and it was sort of clear but then again it had white stuff too what is it?,I sneezed and got rid of some phlegm in my throat (I have post nasal drip) and it was sort of clear but then again it had white stuff too what is it?,0,1.0,"The query seeks a general understanding of mucus color changes related to health symptoms, which falls within common knowledge and does not necessitate external data for an answer.",
Is there any treatment for latent squint and fourth nerve palsy?,Is there any treatment for latent squint and fourth nerve palsy?,1,1.0,"This query seeks specific medical treatment options for two eye conditions, which typically requires detailed medical knowledge and may necessitate consulting external medical resources.",
Is there usually left shoulder/arm/jaw pain associated with angina pectoris?,Is there usually left shoulder/arm/jaw pain associated with angina pectoris?,0,1.0,"The query asks about common symptoms of angina pectoris, which is a well-known medical condition with standard symptomatology that can be answered using general knowledge.",
"I've been experiencing dizziness for several months now, with occasional ear pain. Does this sound like a brain tumor or a sinus problem?","I've been experiencing dizziness for several months now, with occasional ear pain. Does this sound like a brain tumor or a sinus problem?",1,1.0,"This query involves specific medical symptoms (dizziness and ear pain) that could indicate serious health issues (brain tumor or sinus problem). It requires detailed medical expertise to provide an accurate assessment, necessitating external retrieval of specialized information.",
"I've got stitch like pain and  bleeding/ uterus feels heavy. I've had mirena (levonorgestrel) for 8 weeks now. This pain has only been the last week,  is this normal?","I've got stitch like pain and  bleeding/ uterus feels heavy. I've had mirena (levonorgestrel) for 8 weeks now. This pain has only been the last week,  is this normal?",1,1.0,"This query involves specific symptoms related to a medical device and requires detailed medical knowledge to determine if they are normal, necessitating external information for an accurate response.",
I was curious how far along i'd be if the ultrasound said 6.5 cm/1.3/27 Hz at the top of my picture. ?,I was curious how far along i'd be if the ultrasound said 6.5 cm/1.3/27 Hz at the top of my picture. ?,1,1.0,"This query involves interpreting specific medical data (ultrasound measurements) to determine a patient's gestational age, which requires specialized medical knowledge and external sources for accurate interpretation.",
"I would like to know what cause cramps, slight fever, bloating, frequent peeing, headaches, fatigue, and nausea.","I would like to know what cause cramps, slight fever, bloating, frequent peeing, headaches, fatigue, and nausea.",1,1.0,"The query lists multiple symptoms that could indicate various potential health issues, requiring specialized medical knowledge or external data for a proper diagnosis.",
Most effective. Muscle relaxants for chronic. L4-l5 pain?,Most effective. Muscle relaxants for chronic. L4-l5 pain?,1,1.0,"This query seeks specific medical information about effective treatments for a particular condition (chronic L4-L5 pain), which typically necessitates accessing specialized medical knowledge or external data sources.",
My 16 year old daughter is having left abdominal pain no fever and no burning with urination and just got off her period 2 days ago?,My 16 year old daughter is having left abdominal pain no fever and no burning with urination and just got off her period 2 days ago?,1,1.0,"This query concerns a specific medical symptom in a minor and requires professional medical expertise, necessitating external retrieval for proper guidance.",
"My doctor may change my prescription (metoprolol)  as it is destroying my sex life. Can i ""get it back"" when i am prescribed a different beta blocker?","My doctor may change my prescription (metoprolol)  as it is destroying my sex life. Can i ""get it back"" when i am prescribed a different beta blocker?",0,1.0,This query seeks general medical advice regarding the possibility of switching beta-blockers to address a side effect. The information required is within the scope of common medical knowledge that a language model can provide without needing external data.,
My doctor talked over my head. We are confused. What is amniotic infection?,My doctor talked over my head. We are confused. What is amniotic infection?,1,1.0,The query requires specific medical information that may necessitate external retrieval for precise and accurate details.,
"My mother in law have a pain in her left arm, she never suffer from her heart before, and the fingers move by themself what could or be?","My mother in law have a pain in her left arm, she never suffer from her heart before, and the fingers move by themself what could or be?",1,1.0,This query involves a detailed medical concern that requires specialized knowledge or external data from medical resources to provide an accurate response.,
"My Patella is tender to touch, and hurts and pops when the knee is bent. There isn't any noticeable swelling. But there is pressure around patella.","My Patella is tender to touch, and hurts and pops when the knee is bent. There isn't any noticeable swelling. But there is pressure around patella.",1,1.0,This query describes a medical condition with specific symptoms and would require specialized medical knowledge or external data for an accurate response.,
My pelvis/lower abdomen pain 2 months after a c-section. Feels like cramps?,My pelvis/lower abdomen pain 2 months after a c-section. Feels like cramps?,1,1.0,The query involves a specific medical symptom requiring professional expertise or external medical resources to address potential post-surgical complications accurately.,
Nausea everyday missed period headaches but not pregnant what could be wrong?,Nausea everyday missed period headaches but not pregnant what could be wrong?,1,1.0,"This query involves identifying potential health issues based on multiple symptoms (nausea, missed period, headaches) and requires medical expertise or access to detailed medical knowledge to provide an accurate response.",
Need help docs! My friend ate some raw chicken on accident so he could get worms or parasites?,Need help docs! My friend ate some raw chicken on accident so he could get worms or parasites?,1,1.0,"This query asks about a potential health risk and requires specific medical advice, which necessitates retrieving detailed and accurate information from external sources.",
"Only one sexual partner and cervical dysplasia reoccured, what's wrong?","Only one sexual partner and cervical dysplasia reoccured, what's wrong?",1,1.0,"This query seeks specific medical insights into why cervical dysplasia recurs despite only one sexual partner, which may involve detailed medical conditions or factors requiring external expertise.",
"Pain in the right leg that goes and goes, sometimes on the side, sometimes in the groin. Burns behind the knee and gets worse with cold. What can be?","Pain in the right leg that goes and goes, sometimes on the side, sometimes in the groin. Burns behind the knee and gets worse with cold. What can be?",1,1.0,"This query describes specific symptoms that require a medical diagnosis, which typically needs specialized knowledge or external data to provide an accurate answer.",
Please explain why does my amalgam (filling) hurt?,Please explain why does my amalgam (filling) hurt?,0,1.0,"This query seeks an explanation of a known phenomenon related to dental materials. The reasons for discomfort, such as possible allergic reactions or material interactions, are general knowledge that a language model can provide without external retrieval.",
"Right side sharp pains, bottom of rib cage?","Right side sharp pains, bottom of rib cage?",0,1.0,"This query asks for information about potential causes of sharp pains in a specific area, which is within the scope of general knowledge that a language model can provide without needing external retrieval.",
"Severe jaw joint pain started 24 hours ago, right side. Pain when opening mouth and clenching. Should I go to the ER? Worse as day went on. TMJ?","Severe jaw joint pain started 24 hours ago, right side. Pain when opening mouth and clenching. Should I go to the ER? Worse as day went on. TMJ?",1,1.0,"This query involves a health-related issue that requires specific medical advice. Determining whether to visit the ER for severe jaw pain related to TMJ necessitates accurate, specialized information or professional consultation.",
"Sharp, localised pain on top of head, about 10 degrees from the centre, in a slight indentation of my parietal bone. Recurrent for a few days. Cause?","Sharp, localised pain on top of head, about 10 degrees from the centre, in a slight indentation of my parietal bone. Recurrent for a few days. Cause?",1,1.0,"This query seeks specific medical advice regarding localized head pain symptoms, which requires detailed medical knowledge that may need external consultation for accurate diagnosis.",
Should I take my inhalor before I go in to see the doctor for a check up?,Should I take my inhalor before I go in to see the doctor for a check up?,1,1.0,"The query involves a medical decision that may depend on individual health circumstances and typically requires professional advice, making external information necessary.",
Should I use the nicotine patch to quit smoking? Or should I try electronic cigarettes?,Should I use the nicotine patch to quit smoking? Or should I try electronic cigarettes?,1,1.0,"The query seeks medical advice comparing two cessation methods, requiring detailed health-related information best retrieved from specialized sources.",
Small bruises all over 3 year old female. Showing up with no apparent cause. Doctor Monday but worried As to why there are so many for no reason.,Small bruises all over 3 year old female. Showing up with no apparent cause. Doctor Monday but worried As to why there are so many for no reason.,1,1.0,This query concerns a medical symptom (small bruises without apparent cause in a young child) that likely requires specific medical expertise or external information to address properly.,
Sure I am not pregnant right? . If I have polycystic ovary periods can get ireegular right?,Sure I am not pregnant right? . If I have polycystic ovary periods can get ireegular right?,1,1.0,"The query asks about the relationship between polycystic ovary syndrome and irregular periods in the context of pregnancy, which requires specific medical knowledge that may need external sources for accurate answers.",
"Symmetrical legs & feet; numb, weak & tingly. Painful to walk @rest, both feet throb til they both go ""numb"". Is this due to my chronic back pain?","Symmetrical legs & feet; numb, weak & tingly. Painful to walk @rest, both feet throb til they both go ""numb"". Is this due to my chronic back pain?",1,1.0,This query involves a medical symptom analysis requiring specialized medical knowledge to determine if the symptoms are related to chronic back pain. It may necessitate external data for an accurate diagnosis.,
"Symptoms of ectopic but negative test.? Like dizziness, lower right abdominal pain, shoulder pain. I'm think ectopic coz I only feel this all after sex","Symptoms of ectopic but negative test.? Like dizziness, lower right abdominal pain, shoulder pain. I'm think ectopic coz I only feel this all after sex",1,1.0,"This query involves specific medical symptoms and concerns about a possible ectopic pregnancy, which requires detailed medical expertise and up-to-date information for an accurate response.",
"Testicle scan showed 4 cysts. But I have constant dull ache. The pipe above testicle is prominent, no infection seen. What could be causing the pain?","Testicle scan showed 4 cysts. But I have constant dull ache. The pipe above testicle is prominent, no infection seen. What could be causing the pain?",1,1.0,"This query involves a detailed medical scenario requiring specialized medical knowledge to determine possible causes of pain, necessitating external information for an accurate response.",
The lower right side of my face hurts when I open my mouth. Anybody have any idea? Could it be tmj?,The lower right side of my face hurts when I open my mouth. Anybody have any idea? Could it be tmj?,0,1.0,"This query asks for advice on a health symptom and suggests TMJ as a possible cause. While medical advice often requires specialized knowledge, TMJ is a commonly known condition that most language models can provide basic information about without external data.",
"The muscles in my hips right above my butt ache a lot. Most times it pinches with pain. I wear high heels all the time, hurts to wear flats?","The muscles in my hips right above my butt ache a lot. Most times it pinches with pain. I wear high heels all the time, hurts to wear flats?",0,1.0,"This query involves a health-related question about muscle pain possibly linked to high heels, which can be answered using general knowledge about common causes of discomfort.",
Weird lightheaded feeling 24:7 for yrs Ent dr said not allergies had bloodwork done neuro examine at PC dr all good they say anxiety could it be?,Weird lightheaded feeling 24:7 for yrs Ent dr said not allergies had bloodwork done neuro examine at PC dr all good they say anxiety could it be?,0,1.0,"This query seeks a potential cause for symptoms based on provided context and medical opinions, which can be addressed with general knowledge without needing external data.",
What antibiotic prescribed for infected cyst?,What antibiotic prescribed for infected cyst?,1,1.0,"The query seeks a specific medical treatment recommendation, which is best answered with current medical guidelines or databases.",
What are obsessive compulsive disorder (ocd) and tourette syndrome?,What are obsessive compulsive disorder (ocd) and tourette syndrome?,0,1.0,The query asks for general knowledge about well-known mental health conditions (OCD and Tourette syndrome) which can be answered using common knowledge without the need for external retrieval.,
What are the causes of lower back pain in women?,What are the causes of lower back pain in women?,0,1.0,"This query seeks common causes of lower back pain in women, which are typically covered in general medical knowledge and do not necessarily require external retrieval for a basic answer.",
What are the clinical symptoms of myocardial infarction?,What are the clinical symptoms of myocardial infarction?,1,1.0,"The query seeks detailed medical information about a specific condition, which typically requires accessing specialized medical knowledge beyond general knowledge.",
What are the treatments for a pinched nerve?,What are the treatments for a pinched nerve?,0,1.0,"The query asks for common medical treatments that are part of general knowledge about pinched nerves, which a language model can typically answer without external retrieval.",
What can a pain mean in right hand side next to bladder. It comes and goes and is quite severe?,What can a pain mean in right hand side next to bladder. It comes and goes and is quite severe?,1,1.0,The query asks about a specific health symptom that could indicate various medical conditions requiring detailed medical knowledge. Retrieval of external information is necessary to provide accurate answers.,
What can be done for really sharp pain in left ankle?,What can be done for really sharp pain in left ankle?,1,1.0,"The query seeks specific medical advice for a health issue, which typically requires detailed and up-to-date information best retrieved from external sources.",
What can cause hematuria with sharp pain in urq of abdomen nausea dizziness and water retention catscan ultrasound urine culture normal no fever?,What can cause hematuria with sharp pain in urq of abdomen nausea dizziness and water retention catscan ultrasound urine culture normal no fever?,1,1.0,"This query involves a complex medical scenario that likely requires specialized medical knowledge or consultation to determine the cause, as it doesn't fit common conditions indicated by the tests.",
What can cause stabbing eye pain after sleep?,What can cause stabbing eye pain after sleep?,1,1.0,The query asks about a specific medical symptom that likely requires detailed medical knowledge to answer accurately.,
What happens if my ovary is not visualized that mean I can't have kids?,What happens if my ovary is not visualized that mean I can't have kids?,1,1.0,"This query concerns a specific medical situation where the absence of an ovarian visualization may impact fertility, requiring specialized medical knowledge to provide an accurate answer.",
What is a good substitute for peanut butter?,What is a good substitute for peanut butter?,0,1.0,This question seeks common alternatives that are generally known and can be answered using internal knowledge without requiring external retrieval.,
"What is the cause and the solution of what seems to be a traveling pocket of gas up and down my back, chest, rib cage with sometimes a griping pain?","What is the cause and the solution of what seems to be a traveling pocket of gas up and down my back, chest, rib cage with sometimes a griping pain?",1,1.0,"This query concerns specific medical symptoms and requires detailed medical knowledge to diagnose and suggest solutions, necessitating external retrieval.",
What is the cause of pubic bone pain?,What is the cause of pubic bone pain?,1,1.0,"This query seeks specific medical knowledge about potential causes of pubic bone pain, which requires detailed factual information that may not be generalizable or inferable without external data.",
